subj_idx,condition,travel_time,response,n_from_leave,reward,tot_reward,rt,max_cz,max_c3,max_c4,stim
42656,1,5,0,0.0,0.0,0.0,1.5652406814260758,-0.05340993720896741,-0.1908883095754924,-0.12491010886179837,leave
42656,1,5,0,0.0,0.0,0.0,6.9424665283513605,-0.13171275593606854,-0.016567281254513348,-0.07772304693658964,leave
42656,1,5,0,0.0,0.0,0.0,0.7320020257593569,-0.23308790212209546,-0.31017580334421774,-0.13153519709918607,leave
42656,1,5,1,0.2,0.9803795534855968,0.030684811314033212,0.8598500590178446,-0.33584240880068034,-0.3702233848892,-0.15702099925221996,late
42656,1,5,1,0.16,0.8680099783078029,0.05785257741888221,0.7244563869098783,-0.2592845371682842,-0.2656890186659315,0.01599476788895121,late
42656,1,5,1,0.12,0.83638421228703,0.08403049152247419,0.8411481253824604,-0.2881765323314731,-0.44807721843862347,-0.1856414870406105,late
42656,1,5,1,0.08,0.7925121246420487,0.10883525710766558,0.9742505716203596,-0.31794324390461354,-0.3718224805286027,-0.3667413991570856,late
42656,1,5,1,0.04,0.7067409167458841,0.1309554773847533,1.773997430665986,-1.0598603206244532,-1.0709174085945363,-0.8871765017116279,late
42656,1,5,0,0.0,0.0,0.1309554773847533,0.4612660366055934,-0.24116557173842063,-0.22999529964201326,-0.17020314625978916,leave
42656,1,5,1,0.36,0.9589668328212816,0.1609700938839634,0.7594264192557603,-0.2068873420663541,-0.03917698131627973,-0.07881572642018579,mid
42656,1,5,1,0.32,0.8706085770186293,0.18821919329573328,0.7583064838527207,-0.2564461945611592,-0.06192838757660837,-0.08718994343298685,mid
42656,1,5,1,0.28,0.7908375091112335,0.21297154524030568,0.7229674851350865,-0.1943749723948102,-0.17176805463931058,-0.2904277663142443,late
42656,1,5,1,0.24,0.758708671286195,0.23671829958454524,0.882516603487602,-0.061560499859486015,-0.046082498002250304,-0.21855498487713867,late
42656,1,5,1,0.2,0.6944750950665274,0.25845461301402023,0.7970238556117692,-0.27151150257533446,-0.2938930329997112,-0.23857893254855653,late
42656,1,5,1,0.16,0.6408694629139295,0.27851312859252636,2.009092216310819,-0.1670810168266488,-0.03415957370232902,-0.1361238898625203,late
42656,1,5,1,0.12,0.5590073602459176,0.29600944959526115,1.2898981431590073,-0.0929975833462031,0.04289555218275369,-0.3373957312749595,late
42656,1,5,1,0.08,0.49898516346652094,0.31162714126889435,1.2132443916307238,-0.2095798986051664,-0.05727728768528144,-0.26865412879964073,late
42656,1,5,1,0.04,0.4308297532956775,0.32511164290027555,0.77672635968338,-0.09074238501236653,0.04369538005422972,-0.07968804653681116,late
42656,1,5,0,0.0,0.0,0.32511164290027555,0.025438927768846042,-0.2337428179982502,-0.07094213403026743,-0.18607799776627773,leave
42656,1,5,0,0.0,0.0,0.32511164290027555,1.1673381011896709,0.13274429343155095,0.24411219294133857,0.07971130714220882,leave
42656,1,5,1,0.64,0.9503440622409627,0.3548563760799891,0.9991016814437899,-0.06418296694233036,0.10207161260163547,-0.29049972325584833,early
42656,1,5,1,0.6,0.8805607427110368,0.3824169674290926,1.4061114894702769,-0.0028305822358981347,-0.08889849378654695,-0.015025406755071193,mid
42656,1,5,1,0.56,0.8456336966325704,0.408884380309853,0.743545063671263,0.023000466208181136,0.03315535142285262,-0.10350116539820199,mid
42656,1,5,1,0.52,0.766163016511788,0.4328644475336847,1.177386706780453,-0.49943680608398566,-0.3372198432229397,-0.51762248167316,mid
42656,1,5,1,0.48,0.7155902267653339,0.45526164156776355,1.8076974128107395,0.23237056751332127,0.18326870424976138,0.20299304521270942,mid
42656,1,5,1,0.44,0.6348922515592776,0.4751330769466169,0.8657867042529688,-0.12385320470656662,-0.049715329637008705,-0.4032227269480116,mid
42656,1,5,1,0.4,0.5110913120642614,0.49112967787446754,0.9594583384041471,-0.13149463754924426,0.048782800612155744,-0.10677920384899461,mid
42656,1,5,1,0.36,0.4353901177964325,0.504756913943477,1.3498401672441105,0.13201536308991324,0.18159567494153778,0.2738465769107215,mid
42656,1,5,1,0.32,0.31674323654797704,0.5146706319661709,1.0741891035613662,0.11440664889921884,0.17548942602349385,-0.03548965235961373,mid
42656,1,5,1,0.28,0.23126262406631692,0.5219089000004578,1.2415876457089325,-0.48852023314492676,-0.35394005444114407,-0.3853832966421299,late
42656,1,5,1,0.24,0.13932062501982606,0.5262694836904045,1.1420220305317343,-0.5846538094590982,-0.3220270343895886,-0.5896400185951265,late
42656,1,5,1,0.2,0.10813688268911996,0.529654050238744,1.3073999484859087,-0.4981998673658331,-0.35968223605068766,-0.40045708363888805,late
42656,1,5,1,0.16,0.026134414935806972,0.530472028937154,1.441145123086244,-0.058722717968006294,-0.051533425765053244,-0.10896259907898996,late
42656,1,5,1,0.12,0.0,0.530472028937154,0.9084129863513226,-0.10748198994963352,-0.030595634804375202,-0.3553801975995898,late
42656,1,5,1,0.08,0.0,0.530472028937154,0.7750419136318669,0.05575018502543314,0.035045140805485125,-0.2370505839409496,late
42656,1,5,1,0.04,0.0,0.530472028937154,0.7574176462312607,-0.21285784227980972,-0.1114331399724312,-0.170567559776912,late
42656,1,5,0,0.0,0.0,0.530472028937154,0.5102477052187169,-0.3563634800639828,-0.35117762372535094,-0.09905989319163798,leave
42656,1,5,1,0.72,0.9467955870284777,0.5601056987109034,0.6911790964350075,-0.18534688975611466,-0.18921472016375593,0.11794029090564571,early
42656,1,20,1,0.68,0.9132208584603949,0.5886885160802258,0.8928610932453012,-0.15623901906868057,-0.1684259167477434,0.06740477652441679,early
42656,1,20,1,0.64,0.927733515979817,0.6177255638096831,2.389105853055298,-0.016295047076747272,-0.06730818218841131,0.11116841331272652,early
42656,1,20,1,0.6,0.861504856719658,0.6446897267000451,1.7569669067979703,-0.3350433890031478,-0.2340678125647025,-0.1847673434537322,mid
42656,1,20,1,0.56,0.7461258881204582,0.6680426536476674,1.0235861951277911,-0.014912322290280958,-0.05822106216951825,0.13148516822702488,mid
42656,1,20,1,0.52,0.6747289122002309,0.6891609330787073,0.8409351993905148,-0.1451048884584061,-0.11019755153790546,-0.09971437874625431,mid
42656,1,20,1,0.48,0.6016607558336389,0.7079922588669445,0.9758291472371639,-0.2287916988317671,-0.26954197099642946,-0.10684765411702891,mid
42656,1,20,1,0.44,0.517573431743599,0.724191743074611,1.9247142683325364,-0.1833815814120052,-0.30792250675670935,-0.2106890952646646,mid
42656,1,20,1,0.4,0.47500610830879714,0.7390589164613341,1.1581348789368349,-0.17508915770272548,-0.22112886042241017,-0.15447375157287022,mid
42656,1,20,1,0.36,0.4152962739275928,0.7520572371215135,1.0774888638534321,-0.13469856675844114,-0.04920675561230981,0.10672826324170669,mid
42656,1,20,1,0.32,0.3531949167485674,0.7631118529985721,0.8573842259374942,-0.43233876813873573,-0.44495184062146625,0.06128906768942666,mid
42656,1,20,1,0.28,0.33281869021457,0.773528715197206,0.8777646800408547,4.80951594723743,4.7663182544884375,5.066569460954121,late
42656,1,20,1,0.24,0.2518940443427919,0.7814127241958707,1.2928798971006472,-1.9146584286147992,-1.8740392490660642,-1.8874186674028814,late
42656,1,20,1,0.2,0.18747353135147482,0.7872804413625977,0.8278420286678738,-0.35985505640029003,-0.441316208468962,-0.45470490292549526,late
42656,1,20,1,0.16,0.11842481842086516,0.7909870090844797,1.1423384567260655,2.558128236963528,2.5595528296044936,2.650363227213557,late
42656,1,20,1,0.12,0.018082006384691013,0.7915529561731565,0.7778905394479807,0.2729792768444665,0.24200452327719946,0.26940586577192954,late
42656,1,20,1,0.08,0.00496131183683119,0.7917082398253318,1.1402234182241955,1.274266029863096,1.337718297892548,1.415064559358993,late
42656,1,20,1,0.04,0.0,0.7917082398253318,1.1657401686661615,0.5810986929588808,0.7921533543174595,0.6630640585778858,late
42656,1,20,0,0.0,0.0,0.7917082398253318,6.774618431885756,0.7746033450210591,0.8524143353155179,0.4902628998590382,leave
42656,1,20,1,1.0,0.94613115271961,0.8213211135295124,0.7109037858954252,-0.16308143211382564,-0.11041543181944857,-0.35057661588004385,early
42656,1,20,1,0.96,0.8777967599278222,0.8487951952305143,0.891203114804739,-1.5381989893961392,-1.654865688447688,-2.086578930259989,early
42656,1,20,1,0.92,0.8575141247443425,0.8756344525603389,0.8117682891188451,0.6158137201202788,0.6394209572839313,0.32278171560926944,early
42656,1,20,1,0.88,0.7821875158650379,0.9001160691456481,1.3599741012476443,-0.08011850564122364,0.009964823978179053,-0.32581683542240225,early
42656,1,20,1,0.84,0.6681620466166248,0.9210288128424501,1.077247495057236,-0.6857362620771725,-0.5836508431731516,-0.6530643818067494,early
42656,1,20,1,0.8,0.6122529289964626,0.9401916621041739,1.21073194395467,-0.33940856031811695,-0.2393014201495482,-0.4233225590354313,early
42656,1,20,1,0.76,0.5216830664859587,0.9565197733993703,1.424645531555143,0.14802771983251498,0.09654451075581513,0.09966456027451095,early
42656,1,20,1,0.72,0.4631434449104457,0.9710156583531941,0.8120886657015944,-0.369538615630749,-0.27913766504005794,-0.3896791120291172,early
42656,1,20,1,0.68,0.3789515011418015,0.9828764272445526,1.2732954464663635,-0.27005644547032,-0.18340028519603957,-0.24994027437299635,early
42656,1,20,1,0.64,0.3017357998798325,0.9923204288591146,1.0953853130831703,-0.38343707438266655,-0.10910366930190543,-0.3399436802890216,early
