subj_idx,condition,travel_time,response,n_from_leave,reward,tot_reward,rt,max_cz,max_c3,max_c4,stim
44280,1,20,1,0.6000000000000001,0.8986191465004566,0.0,1.065745936234378,0.4597055791977083,1.6374175329219327,0.9397690118890989,early
44280,1,20,1,0.5,0.784712473064481,0.015466156426573334,0.8901720631619692,0.30139195005397046,0.061974780289868414,-0.4711592057863669,mid
44280,1,20,1,0.4,0.7882563483003947,0.031002160256668687,0.9750390693514537,-0.4198184551179757,-0.15924187706064316,-1.5592885783255455,mid
44280,1,20,1,0.30000000000000004,0.7403140686443719,0.04559325391640455,0.7413340307087428,0.541883838376484,0.7588783047078121,-0.21967517960400237,mid
44280,1,20,1,0.2,0.6387293751508278,0.05818218141458949,0.7600588766040632,-0.025293882237241574,0.15432317130764223,-0.39705230865385166,late
44280,1,20,1,0.1,0.5481448980774386,0.06898574963746534,0.8904395045263982,-0.7759035920616527,-0.41725793347352036,-0.754101037161494,late
44280,1,20,0,0.0,0.0,0.06898574963746534,0.9181874349173422,1.0052655945660105,-0.15086984762357483,1.1237450652055605,leave
44280,1,20,1,0.6000000000000001,0.9887453632522574,0.08847325745595253,0.9419608785033797,0.1641790599845028,-0.7407196862639598,0.1465010831873816,early
44280,1,20,1,0.5,0.9165995007993686,0.1065388187239167,0.877718065446913,0.6187704550621147,0.4194309211124363,0.3243924395208175,mid
44280,1,20,1,0.4,0.8890123309864066,0.12406065538147995,0.8737419984861958,-0.12655922948655918,-1.052503992438157,0.4771560698653754,mid
44280,1,20,1,0.30000000000000004,0.8167993151278125,0.14015922193994304,1.328365455266578,-1.829581331348409,-1.252676225572013,-1.5105674984421065,mid
44280,1,20,1,0.2,0.7508613321113651,0.15495819508707354,1.458624411194421,-0.17632157991316355,-0.4005060557530844,0.32033141264622284,late
44280,1,20,1,0.1,0.6752618049199813,0.1682671522685462,1.057884266230928,-1.374232880941609,-0.8812614897900468,-1.1436223387713504,late
44280,1,20,0,0.0,0.0,0.1682671522685462,0.8444411700105547,0.5644851346889578,0.3012060590022391,0.4116839873380332,leave
44280,1,20,1,0.7000000000000001,0.9795616411983166,0.18757365508617013,0.6492504531096865,-0.4625407718434312,-0.4235990176421576,-0.8939253990422359,early
44280,1,20,1,0.6000000000000001,0.8972974887195047,0.20525878664462685,0.27451888207139064,0.49941516422934534,0.47956371158065786,-1.0817073208283108,early
44280,1,20,1,0.5,0.8413238425470878,0.22184071518645826,0.625028245284398,-0.0833509258362825,-0.2873575794585893,-0.4775000387927801,mid
44280,1,20,1,0.4,0.7265613023059253,0.23616075104758683,0.7570735673122608,-0.8990383509319558,0.3752896255836836,-0.4815615544765842,mid
44280,1,20,1,0.30000000000000004,0.6759107153331688,0.24948249781798748,1.6118430304859426,-0.8324484612050786,-0.5331918736831324,-1.5029577167396786,mid
44280,1,20,1,0.2,0.5910261726147655,0.26113122719546455,0.7913724284940145,-0.22230058989634977,0.5526308281720052,-0.2590052570422492,late
44280,1,20,1,0.1,0.5324220202095066,0.2716249080431191,1.1057404688954189,1.548808086524819,1.7967441141485299,1.1224761165095585,late
44280,1,20,0,0.0,0.0,0.2716249080431191,0.5926038438869341,-0.8002784502197006,-1.7656413960238642,-0.40010150047422444,leave
