subj_idx,condition,travel_time,response,n_from_leave,reward,tot_reward,rt,max_cz,max_c3,max_c4,stim
43173,1,20,1,0.27586206896551724,0.942072264748973,0.00036871402194937203,2.1778736775321486,0.33733186590133657,0.572599857191162,0.8232952162225726,late
43173,1,20,1,0.24137931034482757,0.8620158984409786,0.01804990553896232,1.0768891029163679,-0.17452112567778227,0.08244081122882424,-0.6668461610808464,late
43173,1,20,1,0.20689655172413793,0.7919934136420737,0.03429483472431093,1.3411677656204684,0.1734244491183544,0.935373537782549,-0.42840913735402664,late
43173,1,20,1,0.1724137931034483,0.6801356140092698,0.0482453988271173,1.2311520309147568,-1.0860458510380717,-0.9997852965156792,-1.0742185126286317,late
43173,1,20,1,0.13793103448275862,0.6117270706666651,0.060792804869349557,0.9148279552348981,-1.5214975426172115,-1.6338409104011122,-1.0403651284557875,late
43173,1,20,1,0.10344827586206896,0.5794060917155941,0.0726772609359668,0.8285979757022233,-0.5037044964764203,0.19942096715473293,-0.8849653874684296,late
43173,1,20,1,0.06896551724137931,0.5279793943058734,0.08350688113745292,1.0601371522750465,-0.718481900368614,-0.11545308446513952,-0.2211621122694593,late
43173,1,20,1,0.034482758620689655,0.44867681231681844,0.09270989080602658,0.9568798746280431,-0.4943334277418421,0.06593790298451307,-0.5642057566916265,late
43173,1,20,0,0.0,0.0,0.09270989080602658,0.01634979321283936,-0.3977933599003872,-0.10486263547383738,-0.30972491593762336,leave
43173,1,20,1,0.3448275862068966,0.9347636415109218,0.11188324363929418,0.7277512723463246,0.0833136969568528,0.5774492626293022,0.4941523915512105,mid
43173,1,20,1,0.3103448275862069,0.8937032092753342,0.13021438768332505,0.8568193139857958,-0.4717572455912941,-0.2893086930542267,-0.37780343921688186,mid
43173,1,20,1,0.27586206896551724,0.8118385693001288,0.14686636968348787,1.3249009321913827,-0.7637921213592843,0.13554650088457823,-0.4914935124074248,late
43173,1,20,1,0.24137931034482757,0.7456894834133347,0.1621615383599579,1.2568723292381492,-0.6761134324325663,-1.3896564814966874,-0.9906405890577895,late
43173,1,20,1,0.20689655172413793,0.7075999353022007,0.17667543537291514,0.9401852057422388,-0.7624088686724675,-1.331344731156784,-0.5731117416885237,late
43173,1,20,1,0.1724137931034483,0.6403321282204315,0.18980957247414298,0.7454094598646752,-1.1318791395340886,-0.9757470094107072,-1.3418820648037508,late
43173,1,20,1,0.13793103448275862,0.6185212211353903,0.20249633635867284,0.6927750324234121,-0.7021544351429985,-1.1295041272171493,-1.5854883014065948,late
43173,1,20,1,0.10344827586206896,0.5087857445013032,0.21293226707169496,0.7404042195716438,-0.7386193304416285,-0.7688828195638445,-0.5839815401434053,late
43173,1,20,1,0.06896551724137931,0.43335944811675553,0.22182109547000786,0.7263773003069214,-1.930199214151181,-1.2986872756063401,-1.4919344388887594,late
43173,1,20,1,0.034482758620689655,0.3375228242252434,0.22874417624761634,0.7247311411671262,-1.3365844839684435,-1.0681386891311813,-1.122513700647668,late
43173,1,20,0,0.0,0.0,0.22874417624761634,0.0435878605343305,-0.8976679718293323,-1.386788033297153,-0.984588157858508,leave
43173,1,20,1,1.0,0.9679526403083888,0.24859828339766307,0.9276717099630787,-0.8044241657096947,-0.06826814837031542,-0.7541690951090423,early
43173,1,20,1,0.9655172413793103,0.9211661007577129,0.26749273102436466,0.7915805300498282,1.388092880335401,1.96270376771781,1.0143285085900933,early
43173,1,20,1,0.9310344827586207,0.8167772213620825,0.2842460119136793,0.912478218118622,0.08122945354668594,-0.4936597075628048,-0.29743194485613866,early
43173,1,20,1,0.896551724137931,0.7384303973742837,0.2993922862475658,0.9576679925747267,-0.7453951281776474,-1.357535391199928,-0.9434191308930747,early
43173,1,20,1,0.8620689655172413,0.6872814768964133,0.31348942232252536,0.8265867935135129,-0.5169029210496401,-0.08154457078423331,-0.34500833801746716,early
43173,1,20,1,0.8275862068965517,0.6345941418529728,0.3265058650331178,0.7938014819777659,-1.3325872315231866,-0.9825635482406722,-1.0592501417758662,early
43173,1,20,1,0.7931034482758621,0.5151460341753481,0.3370722544766968,0.677273009192334,-0.8309935869998516,-0.9335801296842562,-0.822776588243009,early
43173,1,20,1,0.7586206896551724,0.4153890106494515,0.3455924832388794,0.8923660011843708,0.41945078870942876,0.5031695869141027,-0.08572351730463526,early
43173,1,20,1,0.7241379310344828,0.3973926914928353,0.35374358149408996,0.6442546201685673,-0.611873786374971,-0.6468804601154697,-1.3930284037722775,early
43173,1,20,1,0.6896551724137931,0.35081708367401326,0.3609393467405298,0.7067663974950165,-1.0639927363928676,-1.2744692784936957,-1.6318179596475588,early
43173,1,20,1,0.6551724137931034,0.2828112168445418,0.36674021340346663,0.8095152501809935,0.030533376349653193,-0.9579888958820159,-0.26999004604742055,early
43173,1,20,0,0.6206896551724138,0.0,0.36674021340346663,0.567832067274936,-1.2883070923205997,-1.89165150504221,-0.9065319793121502,early
43173,1,20,1,0.5862068965517241,0.953201546117829,0.38629175429929397,0.7289032282021708,1.5676240960835466,1.59670360129603,1.2238987445614948,mid
43173,1,5,1,0.5517241379310345,0.8242524083002503,0.40319836207285553,0.705636564248266,-1.5572560961182005,-1.3148390581432268,-1.3643356508749551,mid
43173,1,5,1,0.5172413793103449,0.727930267988004,0.4181292635824495,0.7095897954725388,-0.6351375815632795,1.7285734225510057,1.3345626021524006,mid
43173,1,5,1,0.48275862068965514,0.6883681385478937,0.43224868865788896,0.6764090423004063,0.5901273143855902,1.384276695519006,-0.07770109389501781,mid
43173,1,5,1,0.4482758620689655,0.6184793996370417,0.44493459472306396,0.9916040748265686,-0.2153150400235022,0.3363157567015133,0.023697038006100218,mid
43173,1,5,1,0.41379310344827586,0.566756600741011,0.4565595914538165,0.9226897774188956,-0.036828621517585466,-0.09607619848262164,-0.14880754909401928,mid
43173,1,5,1,0.3793103448275862,0.5423535615663473,0.46768404659360213,0.7094914288717291,-0.09377876671366979,-0.11760269263406825,-0.23612739374604483,mid
43173,1,5,1,0.3448275862068966,0.4313527072075296,0.47653171383652887,0.7605741133080528,-0.4790507597584555,-0.7525554741732932,-0.6301368202622425,mid
43173,1,5,1,0.3103448275862069,0.3805369337236949,0.48433707614670696,0.6912936077116001,-0.47158601121613014,-0.30634658416746285,-0.75541308391725,mid
43173,1,5,0,0.27586206896551724,0.0,0.48433707614670696,0.677955254652943,-0.4276590429123614,0.07885490538308047,-0.6158803789868056,late
43173,1,5,1,0.24137931034482757,0.9002753556648221,0.5028030244086189,0.6757335126318367,-1.0591352987661378,-0.8244975374038751,-1.1920136802334327,late
43173,1,5,1,0.20689655172413793,0.8141801193222574,0.5195030349828055,0.7436688845899653,-1.0226717412361483,-0.34258994556364786,-1.4853369044258313,late
43173,1,5,1,0.1724137931034483,0.7341366458981397,0.534561238270307,0.808513807075883,-0.4320001018764973,-0.19977440245593758,-0.714421867714128,late
43173,1,5,1,0.13793103448275862,0.6913633501489092,0.548742099463163,0.8159485838962155,-0.14222471719957563,0.7538111346331445,-0.493630674195467,late
43173,1,5,1,0.10344827586206896,0.633598134402572,0.5617381126219169,0.675944467510817,-2.0159742584228377,-1.4867192390323831,-1.6341356783100784,late
