response_nflw,response_eeg,rt_nflw,rt_eeg,subject
0.0,0.0,0.696,1.748,45320
1.0,1.0,0.582,1.636,45320
1.0,1.0,1.697,2.728,45320
1.0,1.0,1.068,2.076,45320
1.0,1.0,0.876,1.86,45320
1.0,1.0,0.765,1.756,45320
1.0,1.0,0.686,1.752,45320
1.0,1.0,0.571,1.644,45320
1.0,1.0,0.563,1.536,45320
1.0,1.0,0.649,1.644,45320
0.0,0.0,0.648,1.64,45320
1.0,1.0,0.879,1.86,45320
1.0,1.0,0.547,1.528,45320
1.0,1.0,0.581,1.524,45320
1.0,1.0,0.838,1.756,45320
1.0,1.0,0.513,1.54,45320
1.0,1.0,0.6,1.64,45320
1.0,1.0,0.482,1.532,45320
1.0,1.0,0.533,1.64,45320
1.0,1.0,0.581,1.532,45320
1.0,1.0,0.748,1.756,45320
1.0,1.0,0.446,1.532,45320
1.0,1.0,0.498,1.544,45320
1.0,1.0,0.463,1.424,45320
1.0,1.0,0.498,1.436,45320
0.0,0.0,0.696,1.644,45320
1.0,1.0,0.499,1.536,45320
1.0,1.0,0.582,1.624,45320
1.0,1.0,0.821,1.86,45320
1.0,1.0,0.522,1.528,45320
1.0,1.0,0.655,1.64,45320
1.0,1.0,0.721,1.752,45320
1.0,1.0,0.563,1.536,45320
1.0,1.0,0.597,1.644,45320
1.0,1.0,0.549,1.628,45320
1.0,1.0,0.897,1.86,45320
1.0,1.0,0.631,1.636,45320
1.0,1.0,0.594,1.636,45320
1.0,1.0,0.449,1.52,45320
1.0,1.0,0.473,1.428,45320
1.0,1.0,0.482,1.524,45320
1.0,1.0,0.43,1.412,45320
0.0,0.0,0.54,1.532,45320
1.0,1.0,0.446,1.42,45320
1.0,1.0,0.497,1.532,45320
1.0,1.0,0.656,1.652,45320
1.0,1.0,0.731,1.756,45320
1.0,1.0,0.663,1.756,45320
1.0,1.0,0.649,1.644,45320
1.0,1.0,0.84,1.86,45320
1.0,1.0,0.498,1.532,45320
1.0,1.0,0.496,1.536,45320
1.0,1.0,0.704,1.752,45320
1.0,1.0,0.748,1.852,45320
1.0,1.0,0.548,1.536,45320
0.0,0.0,0.848,1.864,45320
1.0,1.0,0.514,1.528,45320
1.0,1.0,0.637,1.64,45320
1.0,1.0,0.618,1.636,45320
1.0,1.0,0.813,1.744,45320
1.0,1.0,0.565,1.536,45320
1.0,1.0,0.498,1.528,45320
1.0,1.0,0.686,1.644,45320
1.0,1.0,0.468,1.428,45320
0.0,0.0,1.796,2.848,45320
1.0,1.0,0.448,1.428,45320
1.0,1.0,0.461,1.428,45320
1.0,1.0,0.52,1.424,45320
1.0,1.0,0.5,1.736,45320
1.0,1.0,0.448,1.752,45320
1.0,1.0,0.484,1.524,45320
1.0,1.0,0.472,1.428,45320
1.0,1.0,0.458,1.416,45320
1.0,1.0,0.506,1.528,45320
1.0,1.0,0.397,1.432,45320
1.0,1.0,0.448,1.536,45320
1.0,1.0,0.602,1.416,45320
1.0,1.0,0.498,1.42,45320
1.0,1.0,0.517,1.632,45320
1.0,1.0,0.565,1.512,45320
0.0,1.0,0.548,1.532,45320
1.0,1.0,0.438,1.632,45320
1.0,0.0,0.448,1.536,45320
1.0,1.0,0.431,1.428,45320
1.0,1.0,0.514,1.424,45320
1.0,1.0,0.43,1.416,45320
1.0,1.0,0.446,1.424,45320
1.0,1.0,0.556,1.428,45320
1.0,1.0,0.532,1.516,45320
1.0,1.0,0.614,1.632,45320
1.0,1.0,0.564,1.54,45320
1.0,1.0,0.515,1.644,45320
1.0,1.0,0.719,1.636,45320
0.0,1.0,1.011,1.524,45320
1.0,1.0,0.495,1.636,45320
1.0,0.0,0.476,2.072,45320
1.0,1.0,0.667,1.42,45320
1.0,1.0,0.547,1.524,45320
1.0,1.0,0.947,1.644,45320
1.0,1.0,0.599,1.532,45320
1.0,1.0,0.514,1.964,45320
1.0,1.0,0.515,1.54,45320
1.0,1.0,0.628,1.42,45320
1.0,1.0,0.514,1.54,45320
1.0,1.0,0.499,1.644,45320
1.0,1.0,0.464,1.532,45320
1.0,1.0,0.572,1.54,45320
1.0,1.0,0.516,1.532,45320
1.0,1.0,0.504,1.632,45320
1.0,1.0,0.397,1.536,45320
1.0,1.0,0.432,1.528,45320
0.0,1.0,0.538,1.428,45320
1.0,1.0,0.488,1.428,45320
1.0,0.0,2.17,1.644,45320
1.0,1.0,0.564,1.532,45320
1.0,1.0,0.446,3.176,45320
1.0,1.0,0.498,1.636,45320
1.0,1.0,0.478,1.42,45320
1.0,1.0,0.523,1.536,45320
1.0,1.0,0.483,1.428,45320
1.0,1.0,0.498,1.532,45320
1.0,1.0,0.44,1.536,45320
1.0,1.0,0.451,1.536,45320
1.0,1.0,0.462,1.54,45320
1.0,1.0,0.483,1.532,45320
1.0,1.0,0.435,1.436,45320
1.0,1.0,0.431,1.524,45320
0.0,1.0,0.574,1.416,45320
1.0,1.0,0.696,1.416,45320
1.0,0.0,0.609,1.636,45320
1.0,1.0,0.464,1.752,45320
1.0,1.0,0.628,1.528,45320
1.0,1.0,0.502,1.428,45320
1.0,1.0,0.514,1.644,45320
1.0,1.0,0.512,1.536,45320
1.0,1.0,0.994,1.532,45320
1.0,1.0,0.564,1.428,45320
1.0,1.0,0.598,2.084,45320
1.0,1.0,0.58,1.644,45320
1.0,1.0,0.515,1.536,45320
1.0,1.0,0.615,1.628,45320
1.0,1.0,3.047,1.528,45320
0.0,1.0,3.414,1.628,45320
1.0,1.0,0.771,4.04,45320
1.0,1.0,0.523,4.464,45320
1.0,1.0,0.662,1.848,45320
1.0,1.0,0.648,1.628,45320
1.0,1.0,1.448,1.64,45320
1.0,1.0,0.702,1.644,45320
1.0,1.0,0.581,2.416,45320
,1.0,,1.636,45320
,1.0,,1.632,45320
,1.0,,1.648,45320
,1.0,,1.308,45320
1.0,1.0,1.246,2.192,45436
1.0,1.0,2.164,3.168,45436
1.0,1.0,2.562,3.492,45436
1.0,1.0,2.312,3.288,45436
1.0,1.0,1.395,2.512,45436
1.0,1.0,2.031,3.052,45436
1.0,1.0,2.728,3.712,45436
1.0,1.0,1.917,2.844,45436
1.0,1.0,1.879,2.836,45436
1.0,1.0,3.26,4.256,45436
1.0,1.0,3.196,4.152,45436
1.0,1.0,1.856,2.944,45436
1.0,1.0,1.962,3.056,45436
1.0,1.0,1.699,2.74,45436
1.0,1.0,1.406,2.508,45436
1.0,1.0,2.645,3.616,45436
1.0,1.0,0.748,1.864,45436
1.0,1.0,1.074,2.084,45436
0.0,0.0,0.001,0.988,45436
0.0,0.0,2.013,3.064,45436
1.0,1.0,1.292,2.292,45436
1.0,1.0,1.424,2.408,45436
1.0,1.0,2.163,3.164,45436
1.0,1.0,2.667,3.604,45436
1.0,1.0,1.297,2.412,45436
1.0,1.0,1.428,2.412,45436
1.0,1.0,2.202,3.164,45436
1.0,1.0,1.627,2.628,45436
0.0,0.0,0.001,0.976,45436
0.0,1.0,11.159,12.204,45436
1.0,1.0,1.299,2.292,45436
1.0,1.0,1.364,2.412,45436
1.0,1.0,1.281,2.288,45436
1.0,1.0,1.131,2.188,45436
1.0,1.0,1.179,2.192,45436
1.0,1.0,1.13,2.08,45436
1.0,1.0,1.215,2.192,45436
1.0,1.0,1.062,2.08,45436
1.0,1.0,0.849,1.856,45436
1.0,1.0,1.222,2.292,45436
1.0,1.0,0.655,1.648,45436
0.0,0.0,1.532,2.636,45436
1.0,1.0,1.262,2.292,45436
1.0,1.0,1.064,1.968,45436
1.0,1.0,1.138,2.196,45436
1.0,1.0,1.379,2.408,45436
1.0,1.0,1.246,2.192,45436
1.0,1.0,2.462,3.384,45436
1.0,1.0,1.256,2.288,45436
1.0,1.0,1.377,2.388,45436
1.0,1.0,2.296,3.28,45436
1.0,1.0,1.674,2.44,45436
1.0,1.0,0.001,0.992,45436
0.0,0.0,1.131,2.08,45436
1.0,1.0,1.073,2.084,45436
1.0,1.0,0.956,1.964,45436
1.0,1.0,1.065,2.08,45436
1.0,1.0,1.745,2.728,45436
1.0,1.0,1.632,2.612,45436
1.0,1.0,1.48,2.516,45436
1.0,1.0,1.116,2.188,45436
1.0,1.0,1.03,1.98,45436
1.0,1.0,1.405,2.404,45436
1.0,1.0,1.545,2.52,45436
1.0,1.0,1.453,2.392,45436
1.0,1.0,1.404,2.3,45436
1.0,0.0,0.828,1.964,45436
1.0,1.0,1.096,2.412,45436
1.0,1.0,1.561,1.856,45436
1.0,1.0,1.348,2.08,45436
1.0,1.0,1.272,2.424,45436
1.0,1.0,1.215,2.3,45436
1.0,1.0,1.219,2.4,45436
1.0,1.0,0.982,2.292,45436
1.0,1.0,1.019,2.192,45436
1.0,1.0,1.181,1.976,45436
1.0,1.0,1.564,2.088,45436
1.0,1.0,1.252,2.192,45436
0.0,1.0,1.021,2.624,45436
1.0,1.0,1.38,2.296,45436
1.0,0.0,0.87,1.964,45436
1.0,1.0,0.997,2.296,45436
1.0,1.0,1.464,1.872,45436
1.0,1.0,1.312,2.068,45436
1.0,1.0,1.631,2.5,45436
1.0,1.0,1.315,2.3,45436
1.0,1.0,0.664,2.632,45436
1.0,1.0,1.114,2.304,45436
1.0,1.0,1.532,1.64,45436
1.0,1.0,1.205,2.076,45436
1.0,1.0,1.247,2.508,45436
1.0,1.0,1.178,2.296,45436
1.0,1.0,1.097,2.288,45436
1.0,1.0,1.013,2.196,45436
0.0,1.0,0.952,2.088,45436
1.0,1.0,0.647,1.976,45436
1.0,0.0,0.897,1.968,45436
1.0,1.0,1.417,1.64,45436
1.0,1.0,1.564,1.86,45436
1.0,1.0,1.731,2.396,45436
0.0,1.0,1.747,2.504,45436
1.0,1.0,0.815,2.728,45436
1.0,0.0,1.014,2.728,45436
1.0,1.0,1.081,1.752,45436
1.0,1.0,1.59,2.08,45436
1.0,1.0,1.074,2.192,45436
1.0,1.0,0.998,2.608,45436
1.0,1.0,1.529,2.072,45436
1.0,1.0,1.027,1.968,45436
1.0,1.0,1.258,2.504,45436
1.0,1.0,1.329,2.068,45436
1.0,1.0,1.184,2.296,45436
1.0,1.0,1.423,2.292,45436
0.0,1.0,1.133,2.084,45436
0.0,1.0,1.404,2.412,45436
0.0,0.0,1.213,2.18,45436
1.0,0.0,0.574,2.4,45436
1.0,0.0,1.113,2.284,45436
1.0,1.0,1.38,1.636,45436
1.0,1.0,1.33,2.08,45436
1.0,1.0,1.411,2.404,45436
1.0,1.0,1.514,2.296,45436
1.0,1.0,1.163,2.404,45436
1.0,1.0,1.229,2.412,45436
1.0,1.0,1.03,2.18,45436
1.0,1.0,1.262,2.188,45436
1.0,1.0,0.914,2.076,45436
1.0,1.0,1.303,2.296,45436
1.0,1.0,1.058,1.976,45436
0.0,1.0,0.884,2.292,45436
1.0,1.0,0.514,2.084,45436
1.0,0.0,1.045,1.864,45436
1.0,1.0,1.564,1.536,45436
1.0,1.0,1.115,2.08,45436
1.0,1.0,1.244,2.636,45436
,1.0,,2.072,45436
,1.0,,2.188,45436
,1.0,,2.292,45436
,1.0,,2.3,45436
1.0,1.0,10.822,11.78,45528
1.0,1.0,1.713,2.628,45528
1.0,1.0,1.579,2.516,45528
1.0,1.0,0.93,1.856,45528
1.0,1.0,0.705,1.644,45528
1.0,1.0,1.078,2.088,45528
1.0,1.0,0.631,1.628,45528
1.0,1.0,0.781,1.856,45528
1.0,1.0,0.811,1.76,45528
1.0,1.0,0.948,1.972,45528
1.0,1.0,0.631,1.644,45528
1.0,1.0,0.677,1.648,45528
1.0,1.0,0.721,1.748,45528
1.0,1.0,0.697,1.648,45528
0.0,0.0,0.835,1.852,45528
1.0,1.0,0.001,1.1,45528
1.0,1.0,0.797,1.744,45528
1.0,1.0,1.637,2.616,45528
1.0,1.0,0.634,1.532,45528
1.0,1.0,1.973,3.072,45528
1.0,1.0,0.836,1.868,45528
1.0,1.0,0.791,1.748,45528
1.0,1.0,0.779,1.868,45528
1.0,1.0,1.215,2.176,45528
1.0,1.0,1.088,2.084,45528
1.0,1.0,1.216,2.18,45528
1.0,1.0,0.715,1.64,45528
1.0,1.0,0.747,1.752,45528
1.0,1.0,1.155,2.084,45528
0.0,0.0,0.001,0.984,45528
1.0,1.0,0.717,1.752,45528
1.0,1.0,1.032,2.072,45528
1.0,1.0,0.813,1.864,45528
1.0,1.0,0.719,1.752,45528
1.0,1.0,1.171,2.188,45528
1.0,1.0,0.671,1.644,45528
1.0,1.0,0.564,1.54,45528
1.0,1.0,1.071,2.084,45528
1.0,1.0,13.489,14.504,45528
1.0,1.0,0.81,1.86,45528
1.0,1.0,1.381,2.292,45528
1.0,1.0,1.311,2.296,45528
1.0,1.0,0.929,1.976,45528
1.0,1.0,1.282,2.116,45528
1.0,1.0,1.164,2.192,45528
1.0,1.0,2.028,3.064,45528
0.0,0.0,0.002,1.0,45528
1.0,1.0,0.001,1.108,45528
1.0,1.0,0.847,1.852,45528
1.0,1.0,0.563,1.528,45528
1.0,1.0,0.779,1.856,45528
1.0,1.0,0.863,1.864,45528
1.0,1.0,1.312,2.288,45528
1.0,1.0,0.671,1.64,45528
1.0,1.0,1.063,2.08,45528
1.0,1.0,1.299,2.3,45528
1.0,1.0,0.743,1.76,45528
1.0,1.0,0.929,1.976,45528
1.0,1.0,4.581,5.568,45528
1.0,1.0,0.95,1.976,45528
1.0,1.0,0.788,1.868,45528
1.0,1.0,0.681,1.644,45528
1.0,1.0,0.599,1.532,45528
1.0,1.0,1.006,2.076,45528
0.0,0.0,0.001,0.996,45528
1.0,1.0,0.733,1.748,45528
1.0,1.0,0.756,1.748,45528
1.0,1.0,0.658,1.636,45528
1.0,1.0,1.511,2.512,45528
1.0,1.0,0.947,1.98,45528
1.0,1.0,0.912,1.452,45528
1.0,1.0,1.029,1.64,45528
1.0,1.0,0.78,2.088,45528
1.0,1.0,0.832,1.748,45528
0.0,1.0,0.83,1.868,45528
1.0,0.0,0.001,1.856,45528
1.0,1.0,0.699,0.988,45528
1.0,1.0,0.62,1.752,45528
1.0,1.0,0.663,1.644,45528
1.0,1.0,1.029,1.648,45528
0.0,1.0,0.879,1.976,45528
1.0,0.0,0.932,1.86,45528
1.0,1.0,0.631,1.86,45528
1.0,1.0,0.681,1.644,45528
1.0,1.0,0.615,1.636,45528
1.0,1.0,0.789,1.632,45528
1.0,1.0,0.746,1.856,45528
0.0,1.0,1.048,1.744,45528
1.0,0.0,0.547,2.084,45528
1.0,1.0,1.185,1.632,45528
1.0,1.0,0.631,2.192,45528
1.0,1.0,0.723,1.544,45528
1.0,1.0,0.555,1.748,45528
1.0,1.0,0.67,1.54,45528
1.0,1.0,0.556,1.736,45528
0.0,1.0,0.729,1.624,45528
1.0,0.0,0.78,1.748,45528
1.0,1.0,0.584,1.756,45528
1.0,1.0,0.687,1.648,45528
1.0,1.0,0.548,1.752,45528
1.0,1.0,0.787,1.544,45528
1.0,1.0,1.264,1.852,45528
1.0,1.0,0.763,2.304,45528
1.0,1.0,0.563,1.644,45528
1.0,1.0,0.546,1.436,45528
1.0,1.0,0.989,1.64,45528
0.0,1.0,0.997,1.972,45528
1.0,0.0,0.038,1.968,45528
1.0,1.0,0.63,0.984,45528
1.0,1.0,0.582,1.644,45528
1.0,1.0,0.609,1.532,45528
1.0,1.0,0.946,1.648,45528
1.0,1.0,1.813,1.98,45528
1.0,1.0,1.518,2.724,45528
1.0,1.0,0.867,2.512,45528
1.0,1.0,0.596,1.868,45528
1.0,1.0,0.914,1.544,45528
1.0,1.0,0.879,1.86,45528
1.0,1.0,0.547,1.852,45528
1.0,1.0,0.734,1.64,45528
1.0,1.0,0.988,1.74,45528
1.0,1.0,0.64,2.08,45528
1.0,1.0,0.613,1.756,45528
0.0,1.0,1.385,1.648,45528
1.0,0.0,0.499,2.4,45528
1.0,1.0,3.746,1.54,45528
1.0,1.0,0.589,4.792,45528
1.0,1.0,0.51,1.532,45528
1.0,1.0,0.593,1.532,45528
1.0,1.0,0.639,1.632,45528
1.0,1.0,0.519,1.644,45528
1.0,1.0,0.549,1.528,45528
1.0,1.0,0.515,1.544,45528
1.0,1.0,0.512,1.528,45528
1.0,1.0,0.704,1.532,45528
1.0,1.0,0.544,1.748,45528
1.0,1.0,0.706,1.652,45528
1.0,1.0,1.676,1.64,45528
1.0,1.0,0.481,2.624,45528
1.0,1.0,2.012,1.416,45528
0.0,1.0,0.914,3.048,45528
1.0,0.0,2.979,1.872,45528
1.0,1.0,0.972,4.048,45528
1.0,1.0,0.813,1.972,45528
1.0,1.0,0.876,1.864,45528
1.0,1.0,1.298,1.872,45528
,1.0,,2.42,45528
,1.0,,1.756,45528
,1.0,,1.636,45528
1.0,1.0,0.73,1.756,45551
1.0,1.0,0.63,1.644,45551
1.0,1.0,1.379,2.404,45551
1.0,1.0,0.547,1.636,45551
1.0,1.0,0.62,1.648,45551
1.0,1.0,0.664,1.752,45551
1.0,1.0,0.662,1.644,45551
1.0,1.0,0.582,1.536,45551
0.0,0.0,0.001,0.984,45551
1.0,1.0,0.399,1.416,45551
1.0,1.0,0.664,1.64,45551
1.0,1.0,0.682,1.756,45551
1.0,1.0,0.482,1.532,45551
1.0,1.0,0.556,1.532,45551
1.0,1.0,0.473,1.524,45551
1.0,1.0,0.609,1.644,45551
1.0,1.0,0.583,1.64,45551
1.0,1.0,0.689,1.752,45551
1.0,1.0,0.721,1.644,45551
1.0,1.0,0.535,1.54,45551
1.0,1.0,0.432,1.412,45551
1.0,1.0,0.465,1.524,45551
1.0,1.0,0.451,1.42,45551
0.0,0.0,0.533,1.524,45551
1.0,1.0,0.673,1.64,45551
1.0,1.0,0.872,1.96,45551
1.0,1.0,1.097,2.176,45551
1.0,1.0,0.718,1.644,45551
1.0,1.0,0.813,1.868,45551
1.0,1.0,0.847,1.848,45551
1.0,1.0,0.599,1.644,45551
1.0,1.0,0.754,1.748,45551
1.0,1.0,0.967,1.968,45551
1.0,1.0,0.566,1.644,45551
1.0,1.0,0.666,1.636,45551
1.0,1.0,0.656,1.64,45551
1.0,1.0,0.546,1.636,45551
1.0,1.0,0.647,1.536,45551
1.0,1.0,0.749,1.752,45551
0.0,0.0,0.45,1.432,45551
1.0,1.0,0.49,1.536,45551
1.0,1.0,0.716,1.644,45551
1.0,1.0,0.699,1.756,45551
1.0,1.0,4.197,5.132,45551
1.0,1.0,0.485,1.432,45551
1.0,1.0,0.563,1.632,45551
1.0,1.0,0.547,1.54,45551
1.0,1.0,0.612,1.352,45551
1.0,1.0,0.462,1.536,45551
1.0,1.0,1.98,2.952,45551
1.0,1.0,0.857,1.864,45551
1.0,1.0,0.636,1.644,45551
1.0,1.0,0.533,1.54,45551
1.0,1.0,0.531,1.532,45551
1.0,1.0,0.472,1.424,45551
1.0,1.0,0.515,1.528,45551
0.0,0.0,0.463,1.54,45551
1.0,1.0,0.564,1.536,45551
1.0,1.0,0.815,1.86,45551
1.0,1.0,0.574,1.64,45551
1.0,1.0,0.63,1.636,45551
1.0,1.0,0.615,1.632,45551
1.0,1.0,0.765,1.756,45551
1.0,1.0,0.596,1.744,45551
1.0,1.0,0.577,1.532,45551
1.0,1.0,0.614,1.644,45551
1.0,1.0,0.574,1.636,45551
1.0,1.0,0.647,1.636,45551
1.0,1.0,0.593,1.644,45551
1.0,1.0,0.716,1.744,45551
1.0,1.0,1.894,2.936,45551
1.0,1.0,0.681,1.644,45551
1.0,1.0,1.182,2.188,45551
1.0,1.0,1.014,2.088,45551
1.0,1.0,0.537,1.532,45551
1.0,1.0,0.549,1.528,45551
0.0,0.0,0.467,1.52,45551
1.0,1.0,0.574,1.528,45551
1.0,1.0,0.831,1.86,45551
1.0,1.0,0.746,1.756,45551
1.0,1.0,0.482,1.42,45551
1.0,1.0,0.498,1.536,45551
1.0,1.0,0.585,1.644,45551
1.0,1.0,0.719,1.756,45551
1.0,1.0,0.68,1.76,45551
1.0,1.0,0.831,1.756,45551
1.0,1.0,0.63,1.744,45551
1.0,1.0,0.571,1.852,45551
1.0,1.0,0.752,1.644,45551
1.0,1.0,0.699,1.54,45551
1.0,1.0,0.696,1.748,45551
1.0,1.0,0.499,1.756,45551
1.0,1.0,0.731,1.744,45551
1.0,1.0,0.864,1.528,45551
1.0,1.0,0.87,1.756,45551
1.0,1.0,0.499,1.852,45551
1.0,1.0,0.535,1.86,45551
1.0,1.0,0.563,1.54,45551
1.0,1.0,0.785,1.524,45551
1.0,1.0,0.781,1.652,45551
1.0,1.0,0.607,1.856,45551
1.0,1.0,0.556,1.852,45551
1.0,1.0,0.512,1.54,45551
0.0,1.0,0.482,1.536,45551
1.0,1.0,0.705,1.532,45551
1.0,0.0,0.632,1.532,45551
1.0,1.0,1.02,1.744,45551
1.0,1.0,0.632,1.648,45551
1.0,1.0,0.645,1.976,45551
1.0,1.0,0.79,1.648,45551
1.0,1.0,0.74,1.64,45551
1.0,1.0,0.631,1.86,45551
1.0,1.0,0.634,1.74,45551
1.0,1.0,0.532,1.752,45551
1.0,1.0,0.781,1.636,45551
1.0,1.0,0.767,1.536,45551
1.0,1.0,0.447,1.752,45551
1.0,1.0,0.447,1.748,45551
0.0,1.0,0.611,1.416,45551
1.0,1.0,0.863,1.42,45551
1.0,0.0,0.7,1.532,45551
1.0,1.0,0.522,1.864,45551
1.0,1.0,0.656,1.64,45551
1.0,1.0,0.805,1.54,45551
1.0,1.0,0.779,1.744,45551
1.0,1.0,0.589,1.872,45551
1.0,1.0,0.723,1.752,45551
1.0,1.0,0.481,1.64,45551
1.0,1.0,0.77,1.748,45551
1.0,1.0,0.782,1.536,45551
1.0,1.0,0.481,1.748,45551
1.0,1.0,0.855,1.744,45551
1.0,1.0,0.702,1.532,45551
1.0,1.0,0.505,1.68,45551
1.0,1.0,0.633,1.76,45551
0.0,1.0,0.467,1.528,45551
1.0,1.0,0.49,1.748,45551
1.0,0.0,0.697,1.536,45551
1.0,1.0,0.531,1.52,45551
1.0,1.0,0.478,1.64,45551
1.0,1.0,0.715,1.536,45551
1.0,1.0,2.828,1.428,45551
1.0,1.0,1.098,1.64,45551
1.0,1.0,0.622,3.812,45551
1.0,1.0,0.58,2.076,45551
1.0,1.0,0.68,1.528,45551
1.0,1.0,0.58,1.536,45551
1.0,1.0,0.532,1.744,45551
1.0,1.0,1.101,1.644,45551
1.0,1.0,0.485,1.528,45551
1.0,1.0,0.63,2.08,45551
0.0,1.0,0.582,1.54,45551
1.0,1.0,0.438,1.632,45551
1.0,0.0,0.514,1.536,45551
1.0,1.0,0.564,1.424,45551
1.0,1.0,0.706,1.532,45551
1.0,1.0,1.418,1.636,45551
1.0,1.0,0.596,1.756,45551
1.0,1.0,0.731,2.412,45551
1.0,1.0,0.447,1.632,45551
1.0,1.0,0.649,1.744,45551
1.0,1.0,0.596,1.528,45551
1.0,1.0,0.716,1.644,45551
1.0,1.0,0.598,1.524,45551
1.0,1.0,0.739,1.744,45551
1.0,1.0,0.663,1.644,45551
,1.0,,1.86,45551
,1.0,,1.74,45551
,1.0,,1.744,45551
,0.0,,1.54,45551
1.0,1.0,0.605,1.644,45956
1.0,1.0,0.622,1.652,45956
1.0,1.0,0.544,1.524,45956
1.0,1.0,0.715,1.74,45956
1.0,1.0,0.654,1.752,45956
1.0,1.0,0.755,1.756,45956
1.0,1.0,0.737,1.748,45956
1.0,1.0,0.54,1.536,45956
1.0,1.0,0.672,1.644,45956
0.0,0.0,0.001,0.988,45956
1.0,1.0,0.663,1.448,45956
1.0,1.0,0.788,1.86,45956
1.0,1.0,0.732,1.644,45956
0.0,0.0,0.765,1.76,45956
1.0,1.0,0.519,1.532,45956
1.0,1.0,0.594,1.528,45956
1.0,1.0,0.786,1.86,45956
1.0,1.0,0.597,1.632,45956
1.0,1.0,0.68,1.64,45956
1.0,1.0,0.648,1.644,45956
0.0,0.0,0.596,1.528,45956
1.0,1.0,0.497,1.424,45956
1.0,1.0,0.566,1.54,45956
1.0,1.0,0.597,1.644,45956
1.0,1.0,0.467,1.532,45956
1.0,1.0,0.77,1.736,45956
0.0,0.0,0.565,1.532,45956
1.0,1.0,0.447,1.516,45956
1.0,1.0,1.06,2.068,45956
1.0,1.0,0.848,1.852,45956
1.0,1.0,0.682,1.64,45956
1.0,1.0,1.163,2.176,45956
1.0,1.0,0.685,1.76,45956
1.0,1.0,0.699,1.644,45956
1.0,1.0,0.557,1.54,45956
1.0,1.0,0.595,1.628,45956
1.0,1.0,0.613,1.64,45956
1.0,1.0,0.548,1.528,45956
1.0,1.0,0.866,1.852,45956
1.0,1.0,0.555,1.532,45956
1.0,1.0,0.604,1.644,45956
1.0,1.0,0.532,1.524,45956
1.0,1.0,0.512,1.54,45956
0.0,0.0,0.556,1.532,45956
1.0,1.0,0.497,1.536,45956
1.0,1.0,0.47,1.532,45956
1.0,1.0,0.587,1.536,45956
1.0,1.0,0.53,1.428,45956
1.0,1.0,0.474,1.416,45956
1.0,1.0,0.51,1.528,45956
1.0,1.0,0.495,1.428,45956
1.0,1.0,0.499,1.532,45956
1.0,1.0,0.581,1.648,45956
1.0,1.0,0.629,1.636,45956
1.0,1.0,0.466,1.516,45956
1.0,1.0,0.53,1.524,45956
1.0,1.0,0.47,1.428,45956
0.0,0.0,0.566,1.54,45956
1.0,1.0,0.556,1.524,45956
1.0,1.0,0.845,1.86,45956
1.0,1.0,0.629,1.652,45956
1.0,1.0,0.615,1.54,45956
1.0,1.0,0.499,1.528,45956
1.0,1.0,0.452,1.432,45956
1.0,1.0,0.497,1.524,45956
1.0,1.0,0.503,1.54,45956
1.0,1.0,0.498,1.54,45956
1.0,1.0,0.589,1.628,45956
1.0,1.0,0.555,1.636,45956
0.0,0.0,0.48,1.416,45956
1.0,1.0,0.464,1.42,45956
1.0,1.0,0.444,1.428,45956
1.0,1.0,0.464,1.424,45956
1.0,1.0,0.778,1.744,45956
1.0,1.0,0.022,0.976,45956
1.0,1.0,0.531,1.536,45956
1.0,1.0,0.583,1.632,45956
1.0,1.0,0.515,1.528,45956
1.0,1.0,0.431,1.436,45956
1.0,1.0,0.514,1.536,45956
1.0,1.0,0.697,1.744,45956
1.0,1.0,0.798,1.756,45956
1.0,1.0,0.763,1.852,45956
1.0,1.0,0.565,1.524,45956
0.0,0.0,0.498,1.528,45956
1.0,1.0,0.516,1.652,45956
1.0,1.0,0.481,1.428,45956
1.0,1.0,0.364,1.424,45956
1.0,1.0,0.423,1.532,45956
1.0,1.0,0.534,1.528,45956
1.0,1.0,0.564,1.532,45956
1.0,1.0,0.782,1.748,45956
1.0,1.0,0.849,1.864,45956
1.0,1.0,0.515,1.528,45956
1.0,1.0,0.531,1.532,45956
1.0,1.0,0.59,1.632,45956
1.0,1.0,0.565,1.532,45956
1.0,1.0,0.556,1.532,45956
1.0,1.0,0.513,1.528,45956
1.0,0.0,0.565,2.404,45956
1.0,1.0,0.38,1.532,45956
1.0,1.0,0.498,1.424,45956
1.0,1.0,0.928,1.532,45956
1.0,1.0,0.545,1.964,45956
1.0,1.0,0.589,1.544,45956
1.0,1.0,0.945,1.54,45956
1.0,1.0,0.447,1.968,45956
1.0,1.0,0.665,1.42,45956
1.0,1.0,2.329,1.648,45956
1.0,1.0,0.43,3.272,45956
1.0,1.0,0.548,1.432,45956
1.0,1.0,0.47,1.54,45956
0.0,1.0,0.697,1.544,45956
1.0,0.0,1.013,1.748,45956
1.0,1.0,0.596,2.076,45956
1.0,1.0,0.028,1.528,45956
1.0,1.0,0.646,0.98,45956
1.0,1.0,0.98,1.756,45956
1.0,1.0,1.146,1.976,45956
1.0,1.0,0.629,2.084,45956
1.0,1.0,0.504,1.64,45956
1.0,1.0,0.48,1.524,45956
1.0,1.0,0.588,1.532,45956
1.0,1.0,0.481,1.54,45956
1.0,1.0,0.447,1.408,45956
1.0,1.0,0.838,1.536,45956
0.0,1.0,0.448,1.868,45956
1.0,0.0,0.27,1.42,45956
