response_nflw,response_eeg,rt_nflw,rt_eeg,subject
1.0,1.0,0.001,0.992,44070
1.0,1.0,0.93,1.852,44070
1.0,1.0,1.746,2.728,44070
1.0,1.0,2.277,3.268,44070
1.0,1.0,1.081,2.064,44070
0.0,0.0,0.606,1.64,44070
1.0,1.0,0.001,0.992,44070
1.0,1.0,0.698,1.64,44070
1.0,1.0,0.564,1.536,44070
1.0,1.0,0.63,1.632,44070
0.0,0.0,0.554,1.636,44070
1.0,1.0,0.498,1.528,44070
1.0,1.0,0.531,1.528,44070
1.0,1.0,0.412,1.532,44070
1.0,1.0,0.431,1.436,44070
1.0,1.0,0.608,1.64,44070
0.0,0.0,1.413,2.404,44070
1.0,1.0,0.748,1.748,44070
1.0,1.0,1.13,2.18,44070
1.0,1.0,0.485,1.536,44070
1.0,1.0,0.456,1.524,44070
1.0,1.0,0.434,1.42,44070
1.0,1.0,0.514,1.536,44070
1.0,1.0,0.494,1.424,44070
1.0,1.0,0.512,1.528,44070
0.0,0.0,0.504,1.416,44070
1.0,1.0,0.496,1.272,44070
1.0,1.0,0.002,1.092,44070
1.0,1.0,0.001,0.988,44070
1.0,1.0,0.001,1.104,44070
1.0,1.0,0.002,1.096,44070
0.0,0.0,0.001,0.992,44070
1.0,1.0,0.381,1.412,44070
1.0,1.0,0.471,1.428,44070
1.0,1.0,0.003,1.092,44070
1.0,1.0,0.44,1.54,44070
1.0,1.0,0.001,0.988,44070
1.0,1.0,0.001,0.996,44070
1.0,1.0,0.319,1.32,44070
1.0,1.0,0.368,1.312,44070
1.0,1.0,0.503,1.432,44070
1.0,1.0,0.001,1.08,44070
0.0,0.0,0.001,0.984,44070
1.0,1.0,0.001,0.992,44070
1.0,1.0,0.001,1.0,44070
1.0,1.0,0.002,1.088,44070
1.0,1.0,0.001,0.988,44070
1.0,1.0,0.001,0.892,44070
1.0,1.0,0.001,0.976,44070
1.0,1.0,0.001,0.996,44070
1.0,1.0,0.262,1.296,44070
0.0,0.0,0.001,0.968,44070
1.0,1.0,0.001,0.992,44070
1.0,1.0,0.003,0.984,44070
1.0,1.0,0.001,0.996,44070
1.0,1.0,0.001,0.996,44070
1.0,1.0,0.203,1.312,44070
1.0,1.0,0.097,1.104,44070
1.0,1.0,0.001,0.988,44070
1.0,1.0,0.317,1.312,44070
1.0,1.0,0.001,0.988,44070
0.0,0.0,0.397,1.424,44070
1.0,1.0,0.001,1.104,44070
1.0,1.0,0.253,1.208,44070
1.0,1.0,0.001,0.992,44070
1.0,1.0,0.001,0.992,44070
1.0,1.0,0.001,1.096,44070
1.0,1.0,0.001,1.0,44070
1.0,1.0,0.001,0.972,44070
1.0,1.0,0.001,0.98,44070
1.0,1.0,0.002,1.08,44070
1.0,1.0,0.38,1.428,44070
0.0,0.0,0.001,0.988,44070
1.0,1.0,0.001,0.992,44070
1.0,1.0,0.001,0.984,44070
1.0,1.0,0.003,0.992,44070
0.0,1.0,0.412,0.996,44070
1.0,1.0,0.002,0.984,44070
1.0,0.0,0.001,1.424,44070
1.0,1.0,0.001,1.088,44070
1.0,1.0,0.002,0.988,44070
1.0,1.0,0.001,0.996,44070
1.0,1.0,0.001,1.096,44070
0.0,1.0,0.001,1.108,44070
1.0,1.0,0.002,0.888,44070
1.0,0.0,0.003,0.996,44070
1.0,1.0,0.001,0.98,44070
1.0,1.0,0.001,1.1,44070
1.0,1.0,0.002,0.988,44070
0.0,1.0,0.001,0.988,44070
1.0,1.0,0.001,0.992,44070
1.0,0.0,0.001,0.976,44070
1.0,1.0,0.13,0.98,44070
1.0,1.0,0.001,0.988,44070
1.0,1.0,0.001,1.212,44070
0.0,1.0,0.002,1.096,44070
1.0,1.0,0.001,1.084,44070
1.0,0.0,0.001,0.992,44070
1.0,1.0,0.001,0.988,44070
1.0,1.0,0.001,0.98,44070
1.0,1.0,0.004,0.888,44070
0.0,1.0,0.001,0.976,44070
1.0,1.0,0.001,1.096,44070
1.0,0.0,0.235,0.992,44070
1.0,1.0,0.001,0.992,44070
1.0,1.0,0.001,1.216,44070
0.0,1.0,0.001,1.108,44070
1.0,1.0,0.001,0.98,44070
1.0,0.0,0.001,0.984,44070
1.0,1.0,0.001,1.0,44070
0.0,1.0,0.001,1.104,44070
1.0,1.0,0.002,0.984,44070
1.0,0.0,0.001,0.988,44070
1.0,1.0,0.002,0.988,44070
1.0,1.0,0.002,1.1,44070
1.0,1.0,0.001,0.98,44070
1.0,1.0,0.206,1.0,44070
0.0,1.0,0.3,0.976,44070
1.0,1.0,0.001,1.204,44070
1.0,0.0,1.352,1.312,44070
1.0,1.0,0.606,0.988,44070
1.0,1.0,0.606,2.396,44070
1.0,1.0,0.454,1.648,44070
0.0,1.0,0.001,1.544,44070
1.0,1.0,0.162,1.512,44070
1.0,0.0,0.001,0.976,44070
1.0,1.0,0.001,1.096,44070
1.0,1.0,0.001,0.992,44070
1.0,1.0,0.001,0.996,44070
1.0,1.0,0.001,1.104,44070
1.0,1.0,0.002,0.976,44070
1.0,1.0,0.001,0.996,44070
1.0,1.0,0.001,0.996,44070
0.0,1.0,0.001,0.988,44070
1.0,1.0,0.002,0.992,44070
1.0,0.0,0.222,0.992,44070
1.0,1.0,0.065,1.08,44070
1.0,1.0,0.001,1.204,44070
1.0,1.0,0.001,1.104,44070
1.0,1.0,0.001,0.988,44070
1.0,1.0,0.002,0.988,44070
1.0,1.0,0.117,1.104,44070
1.0,1.0,0.002,0.992,44070
1.0,1.0,0.047,1.096,44070
0.0,1.0,0.001,1.108,44070
1.0,1.0,0.001,1.092,44070
1.0,0.0,0.001,0.992,44070
1.0,1.0,0.032,0.988,44070
1.0,1.0,0.365,1.092,44070
1.0,1.0,0.565,1.088,44070
1.0,1.0,0.262,1.316,44070
0.0,1.0,0.001,1.652,44070
1.0,1.0,0.001,1.32,44070
1.0,0.0,0.464,0.992,44070
,1.0,,0.988,44070
,1.0,,1.52,44070
,1.0,,1.1,44070
,1.0,,1.308,44070
1.0,1.0,0.811,1.752,44280
1.0,1.0,0.629,1.64,44280
1.0,1.0,0.712,1.748,44280
1.0,1.0,0.483,1.524,44280
1.0,1.0,0.529,1.416,44280
1.0,1.0,0.622,1.64,44280
0.0,0.0,0.88,1.98,44280
1.0,1.0,0.697,1.76,44280
1.0,1.0,0.665,1.64,44280
1.0,1.0,0.621,1.632,44280
1.0,1.0,1.086,2.08,44280
1.0,1.0,1.229,2.292,44280
1.0,1.0,0.837,1.864,44280
0.0,0.0,0.796,1.76,44280
1.0,1.0,0.394,1.412,44280
1.0,1.0,0.001,0.98,44280
1.0,1.0,0.399,1.32,44280
1.0,1.0,0.517,1.528,44280
1.0,1.0,1.397,2.396,44280
1.0,1.0,0.572,1.544,44280
1.0,1.0,0.822,1.844,44280
0.0,0.0,0.57,1.64,44280
1.0,1.0,0.586,1.64,44280
1.0,1.0,0.449,1.424,44280
1.0,1.0,0.451,1.42,44280
1.0,1.0,0.68,1.648,44280
1.0,1.0,0.583,1.644,44280
1.0,1.0,0.683,1.756,44280
0.0,0.0,0.78,1.752,44280
1.0,1.0,0.534,1.536,44280
1.0,1.0,0.621,1.648,44280
1.0,1.0,0.694,1.748,44280
1.0,1.0,0.568,1.636,44280
1.0,1.0,0.629,1.76,44280
1.0,1.0,1.314,2.404,44280
1.0,1.0,0.431,1.436,44280
0.0,0.0,0.517,1.54,44280
1.0,1.0,0.633,1.628,44280
1.0,1.0,0.49,1.524,44280
1.0,1.0,0.479,1.432,44280
1.0,1.0,0.649,1.644,44280
1.0,1.0,0.947,1.96,44280
1.0,1.0,1.062,2.076,44280
1.0,1.0,0.679,1.756,44280
0.0,0.0,0.749,1.744,44280
1.0,1.0,0.554,1.532,44280
1.0,1.0,0.78,1.748,44280
1.0,1.0,0.472,1.536,44280
1.0,1.0,1.186,2.184,44280
1.0,1.0,0.614,1.632,44280
0.0,0.0,0.534,1.528,44280
1.0,1.0,0.489,1.528,44280
1.0,1.0,0.753,1.748,44280
1.0,1.0,0.449,1.424,44280
1.0,1.0,0.523,1.636,44280
1.0,1.0,0.536,1.528,44280
0.0,0.0,0.783,1.748,44280
1.0,1.0,0.614,1.64,44280
1.0,1.0,1.003,2.068,44280
1.0,1.0,0.902,1.96,44280
1.0,1.0,1.579,2.62,44280
1.0,1.0,0.749,1.86,44280
1.0,1.0,0.597,1.636,44280
0.0,0.0,0.83,1.672,44280
1.0,1.0,0.522,1.632,44280
1.0,1.0,0.463,1.424,44280
1.0,1.0,0.557,1.636,44280
0.0,0.0,0.536,1.636,44280
1.0,1.0,0.745,1.748,44280
1.0,1.0,0.58,1.528,44280
1.0,1.0,0.74,1.748,44280
1.0,1.0,0.699,1.752,44280
1.0,1.0,1.098,2.192,44280
1.0,1.0,0.65,1.628,44280
1.0,1.0,1.087,1.744,44280
1.0,0.0,0.443,1.636,44280
1.0,1.0,0.496,2.088,44280
1.0,1.0,0.519,1.428,44280
0.0,1.0,0.623,1.424,44280
1.0,1.0,0.587,1.548,44280
1.0,0.0,0.761,1.632,44280
1.0,1.0,0.432,1.64,44280
1.0,1.0,0.421,1.756,44280
1.0,1.0,0.417,1.428,44280
0.0,1.0,0.582,1.428,44280
1.0,1.0,0.385,1.428,44280
1.0,0.0,0.511,1.644,44280
1.0,1.0,0.001,1.32,44280
1.0,1.0,0.561,1.524,44280
1.0,1.0,0.333,0.988,44280
1.0,1.0,0.556,1.528,44280
0.0,1.0,0.664,1.308,44280
1.0,1.0,1.203,1.532,44280
1.0,0.0,0.564,1.524,44280
1.0,1.0,0.499,2.184,44280
1.0,1.0,0.452,1.54,44280
1.0,1.0,0.464,1.54,44280
1.0,1.0,0.423,1.428,44280
1.0,1.0,0.383,1.528,44280
1.0,1.0,0.422,1.416,44280
0.0,1.0,0.514,1.416,44280
1.0,1.0,0.549,1.412,44280
1.0,0.0,0.545,1.528,44280
1.0,1.0,0.433,1.536,44280
1.0,1.0,0.453,1.524,44280
1.0,1.0,0.465,1.532,44280
1.0,1.0,0.481,1.324,44280
1.0,1.0,0.654,1.636,44280
1.0,1.0,0.498,1.54,44280
1.0,1.0,0.563,1.636,44280
0.0,1.0,0.651,1.528,44280
1.0,1.0,0.506,1.644,44280
1.0,0.0,0.521,1.644,44280
1.0,1.0,0.448,1.64,44280
1.0,1.0,0.619,1.54,44280
1.0,1.0,0.493,1.428,44280
1.0,1.0,0.582,1.644,44280
0.0,1.0,0.673,1.544,44280
1.0,1.0,0.464,1.648,44280
1.0,0.0,0.535,1.64,44280
1.0,1.0,0.682,1.532,44280
1.0,1.0,0.683,1.532,44280
1.0,1.0,0.611,1.744,44280
1.0,1.0,0.605,1.632,44280
1.0,1.0,0.853,1.648,44280
0.0,1.0,0.464,1.648,44280
1.0,1.0,0.5,1.864,44280
1.0,0.0,0.43,1.42,44280
1.0,1.0,0.499,1.516,44280
1.0,1.0,1.062,1.424,44280
1.0,1.0,0.476,1.54,44280
1.0,1.0,2.93,2.068,44280
1.0,1.0,0.694,1.528,44280
1.0,1.0,0.962,3.932,44280
1.0,1.0,0.629,1.644,44280
1.0,1.0,0.614,1.976,44280
0.0,1.0,1.582,1.652,44280
1.0,1.0,0.548,1.64,44280
1.0,0.0,0.788,2.624,44280
1.0,1.0,0.477,1.64,44280
,1.0,,1.844,44280
,1.0,,1.528,44280
,1.0,,1.656,44280
,1.0,,1.44,44280
1.0,1.0,0.664,1.748,44320
1.0,1.0,0.499,1.52,44320
1.0,1.0,0.881,1.856,44320
1.0,1.0,0.563,1.636,44320
1.0,1.0,0.487,1.428,44320
1.0,1.0,0.555,1.54,44320
1.0,1.0,0.798,1.84,44320
1.0,1.0,0.48,1.536,44320
1.0,1.0,0.481,1.428,44320
1.0,1.0,0.465,1.428,44320
1.0,1.0,0.429,1.42,44320
1.0,1.0,0.547,1.532,44320
0.0,0.0,0.002,0.984,44320
1.0,1.0,0.481,1.536,44320
1.0,1.0,0.731,1.856,44320
1.0,1.0,0.613,1.64,44320
1.0,1.0,0.496,1.428,44320
1.0,1.0,0.732,1.752,44320
1.0,1.0,0.545,1.352,44320
1.0,1.0,0.527,1.528,44320
1.0,1.0,0.534,1.532,44320
1.0,1.0,0.561,1.532,44320
1.0,1.0,0.481,1.532,44320
1.0,1.0,0.53,1.524,44320
0.0,0.0,0.466,1.424,44320
1.0,1.0,0.71,1.748,44320
1.0,1.0,0.505,1.532,44320
1.0,1.0,0.448,1.416,44320
1.0,1.0,0.498,1.528,44320
1.0,1.0,0.424,1.416,44320
1.0,1.0,0.447,1.428,44320
1.0,1.0,0.48,1.536,44320
1.0,1.0,0.37,1.432,44320
1.0,1.0,0.454,1.432,44320
1.0,1.0,0.437,1.424,44320
0.0,0.0,0.531,1.528,44320
1.0,1.0,0.48,1.416,44320
1.0,1.0,0.43,1.42,44320
1.0,1.0,0.623,1.636,44320
1.0,1.0,0.58,1.652,44320
1.0,1.0,0.463,1.424,44320
1.0,1.0,0.497,1.424,44320
1.0,1.0,0.63,1.64,44320
1.0,1.0,0.797,1.752,44320
0.0,0.0,0.511,1.424,44320
1.0,1.0,0.44,1.428,44320
1.0,1.0,0.496,1.528,44320
1.0,1.0,0.397,1.416,44320
1.0,1.0,0.531,1.54,44320
1.0,1.0,0.001,64.428,44320
1.0,1.0,0.611,1.632,44320
1.0,1.0,0.409,1.32,44320
1.0,1.0,0.392,1.316,44320
0.0,0.0,0.573,1.636,44320
1.0,1.0,0.445,1.544,44320
1.0,1.0,0.466,1.528,44320
1.0,1.0,0.53,1.644,44320
1.0,1.0,0.564,1.644,44320
1.0,1.0,0.482,1.432,44320
1.0,1.0,0.494,1.524,44320
1.0,1.0,0.531,1.528,44320
1.0,1.0,0.513,1.524,44320
1.0,1.0,0.477,1.54,44320
0.0,0.0,0.539,1.536,44320
1.0,1.0,0.546,1.632,44320
1.0,1.0,0.529,1.54,44320
1.0,1.0,0.496,1.424,44320
1.0,1.0,0.47,1.424,44320
1.0,1.0,0.432,1.54,44320
1.0,1.0,0.492,1.432,44320
1.0,1.0,0.564,1.648,44320
1.0,0.0,0.448,1.412,44320
1.0,1.0,0.431,1.42,44320
1.0,1.0,0.475,1.42,44320
1.0,1.0,0.513,1.532,44320
1.0,1.0,0.388,1.528,44320
1.0,1.0,0.464,1.524,44320
1.0,1.0,0.43,1.428,44320
1.0,1.0,0.397,1.52,44320
1.0,1.0,0.43,1.324,44320
1.0,1.0,0.388,1.308,44320
0.0,1.0,0.498,1.416,44320
1.0,1.0,0.467,1.412,44320
1.0,0.0,0.388,1.54,44320
1.0,1.0,0.382,1.424,44320
1.0,1.0,0.581,1.424,44320
1.0,1.0,0.445,1.352,44320
1.0,1.0,0.4,1.536,44320
1.0,1.0,0.398,1.42,44320
1.0,1.0,0.464,1.328,44320
0.0,1.0,0.53,1.428,44320
1.0,1.0,0.481,1.428,44320
1.0,0.0,0.446,1.54,44320
1.0,1.0,0.415,1.524,44320
1.0,1.0,0.463,1.416,44320
1.0,1.0,0.665,1.424,44320
1.0,1.0,0.426,1.424,44320
1.0,1.0,0.379,1.648,44320
1.0,1.0,0.507,1.324,44320
1.0,1.0,0.548,1.432,44320
1.0,1.0,0.366,1.532,44320
0.0,1.0,0.418,1.532,44320
1.0,1.0,0.356,1.412,44320
1.0,0.0,0.476,1.428,44320
1.0,1.0,0.397,1.316,44320
1.0,1.0,0.441,1.544,44320
1.0,1.0,0.414,1.432,44320
1.0,1.0,0.534,1.528,44320
1.0,1.0,0.314,1.42,44320
1.0,1.0,0.357,1.524,44320
1.0,1.0,0.397,1.316,44320
1.0,1.0,0.72,1.42,44320
1.0,1.0,0.456,1.424,44320
1.0,1.0,0.41,1.752,44320
1.0,1.0,0.414,1.524,44320
1.0,1.0,0.438,1.428,44320
0.0,1.0,0.453,1.432,44320
1.0,1.0,0.413,1.532,44320
1.0,0.0,0.416,1.42,44320
1.0,1.0,0.417,1.424,44320
1.0,1.0,0.561,1.432,44320
1.0,1.0,0.58,1.42,44320
1.0,1.0,0.404,1.64,44320
1.0,1.0,0.448,1.652,44320
1.0,1.0,0.429,1.42,44320
0.0,1.0,0.449,1.524,44320
1.0,1.0,0.43,1.42,44320
1.0,0.0,0.383,1.424,44320
1.0,1.0,0.465,1.416,44320
1.0,1.0,0.833,1.42,44320
1.0,1.0,0.465,1.428,44320
1.0,1.0,0.429,1.748,44320
1.0,1.0,0.416,1.436,44320
1.0,1.0,0.481,1.416,44320
0.0,1.0,0.438,1.416,44320
1.0,1.0,0.54,1.412,44320
1.0,0.0,0.447,1.428,44320
1.0,1.0,0.456,1.532,44320
1.0,1.0,0.378,1.536,44320
1.0,1.0,0.38,1.54,44320
1.0,1.0,0.507,1.424,44320
1.0,1.0,0.082,1.312,44320
0.0,1.0,0.538,1.536,44320
1.0,1.0,0.431,1.1,44320
1.0,0.0,0.547,1.54,44320
1.0,1.0,0.446,1.424,44320
1.0,1.0,0.622,1.536,44320
1.0,1.0,0.432,1.532,44320
1.0,1.0,0.392,1.744,44320
0.0,1.0,0.506,1.424,44320
1.0,0.0,0.58,1.54,44320
1.0,1.0,0.506,1.532,44320
1.0,1.0,0.439,1.536,44320
1.0,1.0,0.498,1.42,44320
1.0,1.0,0.481,1.532,44320
,1.0,,1.54,44320
,1.0,,1.532,44320
,1.0,,1.528,44320
1.0,1.0,0.854,1.848,45194
1.0,1.0,0.729,1.644,45194
0.0,1.0,3.099,4.156,45194
1.0,1.0,1.78,2.84,45194
0.0,1.0,5.595,6.556,45194
1.0,1.0,3.236,4.076,45194
1.0,1.0,0.696,1.648,45194
0.0,0.0,0.866,1.864,45194
0.0,0.0,1.522,2.516,45194
1.0,1.0,1.032,2.068,45194
0.0,0.0,1.736,2.72,45194
0.0,0.0,0.949,1.96,45194
1.0,1.0,1.384,2.412,45194
0.0,0.0,1.18,2.176,45194
0.0,0.0,1.43,2.4,45194
1.0,1.0,0.611,1.648,45194
1.0,1.0,1.18,2.18,45194
1.0,1.0,0.812,1.856,45194
0.0,0.0,2.036,3.056,45194
0.0,0.0,1.182,2.188,45194
1.0,1.0,0.739,1.748,45194
1.0,1.0,1.528,2.508,45194
1.0,1.0,1.12,2.184,45194
0.0,0.0,2.088,3.156,45194
0.0,0.0,2.562,3.608,45194
1.0,1.0,1.981,3.052,45194
1.0,1.0,1.046,2.072,45194
1.0,1.0,1.681,2.544,45194
0.0,0.0,1.182,2.196,45194
0.0,0.0,1.146,2.192,45194
1.0,1.0,0.812,1.844,45194
1.0,1.0,0.913,1.86,45194
1.0,1.0,0.954,1.972,45194
0.0,0.0,1.281,2.304,45194
1.0,1.0,5.145,6.108,45194
1.0,1.0,1.282,2.296,45194
0.0,0.0,1.447,2.408,45194
1.0,1.0,0.93,1.964,45194
1.0,1.0,3.062,4.02,45194
1.0,1.0,1.17,2.188,45194
1.0,1.0,1.387,2.396,45194
0.0,0.0,1.621,2.632,45194
1.0,1.0,0.947,1.964,45194
1.0,1.0,0.827,1.86,45194
1.0,1.0,2.363,3.484,45194
0.0,0.0,1.698,2.74,45194
0.0,0.0,1.298,2.292,45194
1.0,1.0,1.112,2.176,45194
1.0,1.0,0.764,1.76,45194
1.0,1.0,0.612,1.652,45194
1.0,0.0,1.279,1.964,45194
1.0,0.0,1.429,2.196,45194
1.0,1.0,1.595,2.292,45194
0.0,1.0,1.013,2.4,45194
0.0,1.0,1.102,2.616,45194
1.0,0.0,0.798,1.968,45194
1.0,0.0,1.095,2.008,45194
0.0,1.0,0.598,1.748,45194
0.0,1.0,0.779,2.18,45194
1.0,0.0,0.979,1.536,45194
1.0,0.0,0.702,1.752,45194
1.0,1.0,0.673,2.076,45194
1.0,1.0,0.947,1.744,45194
0.0,1.0,0.566,1.752,45194
0.0,1.0,1.197,1.972,45194
1.0,0.0,0.948,1.532,45194
1.0,0.0,1.173,2.184,45194
1.0,1.0,0.846,1.864,45194
0.0,1.0,0.647,2.088,45194
0.0,1.0,2.161,1.86,45194
1.0,0.0,0.931,1.644,45194
0.0,0.0,0.532,3.168,45194
0.0,1.0,0.846,1.968,45194
1.0,0.0,1.512,1.644,45194
1.0,0.0,2.282,1.848,45194
0.0,1.0,1.771,2.52,45194
1.0,1.0,2.264,3.276,45194
1.0,0.0,0.689,2.836,45194
1.0,1.0,1.228,3.392,45194
0.0,1.0,0.782,1.644,45194
0.0,1.0,2.716,2.184,45194
1.0,0.0,2.113,1.868,45194
0.0,0.0,2.564,3.816,45194
1.0,1.0,1.13,3.06,45194
1.0,0.0,2.263,3.608,45194
0.0,1.0,1.18,2.084,45194
1.0,1.0,1.727,3.276,45194
1.0,0.0,2.049,2.1,45194
1.0,1.0,0.95,2.82,45194
0.0,1.0,0.981,2.952,45194
0.0,1.0,1.929,1.968,45194
1.0,0.0,3.4,1.976,45194
1.0,0.0,0.897,2.956,45194
0.0,1.0,1.276,4.36,45194
1.0,1.0,2.386,1.86,45194
1.0,0.0,2.794,2.284,45194
1.0,1.0,1.714,3.376,45194
1.0,1.0,0.98,3.824,45194
1.0,1.0,1.556,2.732,45194
0.0,1.0,1.563,1.976,45194
,1.0,,2.616,45194
,0.0,,2.62,45194
,1.0,,1.648,45194
,1.0,,1.972,45194
1.0,1.0,0.566,1.632,45295
1.0,1.0,0.699,1.644,45295
1.0,1.0,0.613,1.632,45295
1.0,1.0,0.613,1.632,45295
1.0,1.0,0.529,1.54,45295
1.0,1.0,0.48,1.528,45295
1.0,1.0,0.387,1.428,45295
0.0,0.0,0.414,1.532,45295
1.0,1.0,0.462,1.424,45295
1.0,1.0,0.581,1.644,45295
1.0,1.0,0.447,1.428,45295
1.0,1.0,0.727,1.752,45295
1.0,1.0,0.514,1.516,45295
1.0,1.0,0.448,1.412,45295
1.0,1.0,0.497,1.52,45295
1.0,1.0,0.435,1.424,45295
0.0,0.0,0.826,1.844,45295
1.0,1.0,0.384,1.412,45295
1.0,1.0,0.482,1.428,45295
1.0,1.0,0.396,1.424,45295
1.0,1.0,0.481,1.428,45295
1.0,1.0,0.43,1.428,45295
1.0,1.0,0.417,1.42,45295
1.0,1.0,0.992,1.964,45295
1.0,1.0,0.565,1.636,45295
1.0,1.0,0.549,1.636,45295
0.0,0.0,0.588,1.644,45295
1.0,1.0,0.681,1.752,45295
1.0,1.0,0.672,1.644,45295
1.0,1.0,0.682,1.64,45295
1.0,1.0,0.456,1.42,45295
1.0,1.0,0.779,1.752,45295
1.0,1.0,0.571,1.64,45295
1.0,1.0,0.547,1.536,45295
1.0,1.0,0.568,1.54,45295
0.0,0.0,0.512,1.54,45295
1.0,1.0,0.436,1.54,45295
1.0,1.0,0.397,1.324,45295
1.0,1.0,0.43,1.432,45295
1.0,1.0,0.492,1.424,45295
1.0,1.0,0.515,1.54,45295
1.0,1.0,0.452,1.424,45295
1.0,1.0,0.493,1.432,45295
1.0,1.0,0.482,1.424,45295
1.0,1.0,0.437,1.36,45295
1.0,1.0,0.546,1.536,45295
0.0,0.0,0.479,1.424,45295
1.0,1.0,0.538,1.52,45295
1.0,1.0,0.574,1.524,45295
1.0,1.0,0.555,1.624,45295
1.0,1.0,0.581,1.528,45295
1.0,1.0,0.446,1.42,45295
1.0,1.0,0.499,1.524,45295
1.0,1.0,0.786,1.748,45295
1.0,1.0,0.47,1.424,45295
1.0,1.0,0.431,1.412,45295
1.0,1.0,0.48,1.544,45295
1.0,1.0,0.489,1.428,45295
1.0,1.0,0.53,1.532,45295
1.0,1.0,0.465,1.524,45295
1.0,1.0,0.354,1.42,45295
1.0,1.0,0.379,1.316,45295
1.0,1.0,0.45,1.428,45295
0.0,0.0,0.486,1.424,45295
1.0,1.0,0.413,1.532,45295
1.0,1.0,0.355,1.316,45295
1.0,1.0,0.437,1.42,45295
1.0,1.0,0.356,1.432,45295
1.0,1.0,0.396,1.432,45295
1.0,1.0,0.398,1.424,45295
1.0,1.0,0.43,1.428,45295
1.0,1.0,0.623,1.648,45295
1.0,1.0,0.372,1.328,45295
1.0,1.0,0.432,1.416,45295
0.0,0.0,0.448,1.544,45295
1.0,1.0,0.418,1.428,45295
1.0,1.0,0.555,1.532,45295
1.0,1.0,0.945,1.968,45295
1.0,1.0,0.581,1.636,45295
1.0,1.0,0.431,1.408,45295
1.0,1.0,0.713,1.756,45295
1.0,1.0,0.764,1.536,45295
1.0,1.0,0.698,1.632,45295
1.0,1.0,0.563,1.752,45295
1.0,1.0,0.439,1.748,45295
1.0,1.0,0.462,1.632,45295
1.0,1.0,0.547,1.424,45295
1.0,1.0,0.499,1.424,45295
1.0,1.0,0.34,1.532,45295
1.0,1.0,0.48,1.532,45295
1.0,1.0,0.58,1.14,45295
1.0,1.0,0.481,1.436,45295
0.0,1.0,0.48,1.632,45295
1.0,1.0,0.431,1.536,45295
1.0,0.0,0.489,1.528,45295
1.0,1.0,0.496,1.428,45295
1.0,1.0,0.565,1.532,45295
1.0,1.0,0.598,1.544,45295
1.0,1.0,0.481,1.536,45295
1.0,1.0,0.001,1.652,45295
1.0,1.0,0.439,1.536,45295
1.0,1.0,0.498,0.976,45295
1.0,1.0,0.073,1.432,45295
1.0,1.0,0.398,1.424,45295
1.0,1.0,0.364,1.104,45295
0.0,1.0,0.43,1.432,45295
1.0,1.0,0.464,1.304,45295
1.0,0.0,0.49,1.428,45295
1.0,1.0,0.465,1.424,45295
1.0,1.0,0.53,1.428,45295
1.0,1.0,0.515,1.428,45295
1.0,1.0,0.528,1.532,45295
1.0,1.0,0.414,1.432,45295
1.0,1.0,0.381,1.532,45295
1.0,1.0,0.448,1.42,45295
1.0,1.0,0.364,1.428,45295
1.0,1.0,0.347,1.544,45295
1.0,1.0,0.365,1.412,45295
1.0,1.0,0.43,1.32,45295
0.0,1.0,0.613,1.312,45295
1.0,1.0,0.577,1.428,45295
1.0,0.0,0.464,1.636,45295
1.0,1.0,0.478,1.644,45295
1.0,1.0,0.418,1.42,45295
1.0,1.0,0.469,1.428,45295
1.0,1.0,0.448,1.54,45295
1.0,1.0,0.491,1.532,45295
1.0,1.0,0.466,1.432,45295
1.0,1.0,0.497,1.524,45295
0.0,1.0,0.514,1.428,45295
1.0,1.0,0.58,1.532,45295
1.0,0.0,0.414,1.54,45295
1.0,1.0,0.523,1.652,45295
1.0,1.0,0.473,1.404,45295
1.0,1.0,0.443,1.536,45295
1.0,1.0,0.428,1.54,45295
1.0,1.0,0.531,1.424,45295
1.0,1.0,0.497,1.316,45295
1.0,1.0,0.447,1.532,45295
1.0,1.0,0.448,1.432,45295
0.0,1.0,0.479,1.432,45295
1.0,1.0,0.39,1.536,45295
1.0,0.0,0.404,1.52,45295
1.0,1.0,0.498,1.42,45295
1.0,1.0,0.282,1.416,45295
1.0,1.0,0.413,1.532,45295
1.0,1.0,0.613,1.308,45295
1.0,1.0,0.528,1.42,45295
1.0,1.0,0.356,1.632,45295
1.0,1.0,0.398,1.548,45295
1.0,1.0,0.406,1.316,45295
0.0,1.0,0.356,1.424,45295
1.0,1.0,0.004,1.312,45295
1.0,0.0,0.147,1.424,45295
1.0,1.0,0.404,0.996,45295
1.0,1.0,0.311,1.204,45295
1.0,1.0,0.431,1.416,45295
1.0,1.0,0.5,1.32,45295
1.0,1.0,0.43,1.428,45295
1.0,1.0,0.43,1.536,45295
1.0,1.0,0.492,1.428,45295
0.0,1.0,0.467,1.428,45295
1.0,1.0,0.002,1.532,45295
1.0,0.0,0.414,1.42,45295
1.0,1.0,0.431,1.088,45295
,1.0,,1.42,45295
,1.0,,1.424,45295
,1.0,,1.428,45295
,1.0,,1.432,45295
1.0,1.0,1.274,2.292,45320
1.0,1.0,1.188,2.196,45320
1.0,1.0,2.685,3.708,45320
1.0,1.0,2.33,3.376,45320
1.0,1.0,1.179,2.184,45320
1.0,1.0,1.386,2.296,45320
1.0,1.0,0.973,1.968,45320
1.0,1.0,1.049,2.084,45320
