subj_idx,condition,travel_time,response,n_from_leave,rt,max_cz,max_c3,max_c4
47204,2,0.0,1,3,2.068,3.87428545951843,2.98966670036316,5.38086652755737
47204,2,0.0,1,2,1.528,-8.76074409484863,-5.85332584381104,-5.27667760848999
47204,2,0.0,1,1,1.532,-1.92412984371185,-1.43184208869934,-0.476554036140442
47204,2,20.068,0,0,1.756,-1.56542563438416,-3.71570611000061,0.113547921180725
47204,2,0.0,1,17,5.252,3.57508158683777,0.541326522827148,1.20565259456635
47204,2,0.0,1,16,1.532,2.71082949638367,1.94726169109344,4.29941034317017
47204,2,0.0,1,15,1.54,-2.19738292694092,-4.56189870834351,1.29970562458038
47204,2,0.0,1,14,2.18,3.32735967636108,3.95568633079529,3.69867372512817
47204,2,0.0,1,13,1.84,-1.73289859294891,-0.893818080425262,-1.08977198600769
47204,2,0.0,1,12,1.968,-8.51194381713867,-5.31601858139038,-7.99651384353638
47204,2,0.0,1,11,1.748,-2.66087317466736,-0.94745135307312,1.08546829223633
47204,2,0.0,1,10,1.54,-4.0749888420105,-0.68083918094635,-0.69398021697998
47204,2,0.0,1,9,1.76,4.69308757781982,0.826233983039856,4.5476222038269
47204,2,0.0,1,8,5.444,28.4818019866943,27.3424530029297,28.6925220489502
47204,2,0.0,1,7,1.644,53.454761505127,52.6905937194824,53.7702217102051
47204,2,0.0,1,6,1.532,-0.834718585014343,-1.11437976360321,-2.66075015068054
47204,2,0.0,1,5,1.756,2.1263530254364,3.50959920883179,6.74178838729858
47204,2,0.0,1,4,1.428,-2.79452586174011,-1.25778532028198,0.941492438316345
47204,2,0.0,1,3,1.756,5.10352563858032,1.65085136890411,6.86859130859375
47204,2,0.0,1,2,1.524,-7.36483478546143,-6.43876838684082,-3.11695957183838
47204,2,0.0,1,1,1.648,-5.97630405426025,-5.6789174079895,-4.03799629211426
47204,2,20.064,0,0,1.528,-2.78031206130981,-0.351090997457504,-2.00208163261414
47204,2,0.0,1,15,1.86,-4.51778316497803,-2.81967997550964,-4.34800577163696
47204,2,0.0,1,14,5.568,20.7064685821533,19.7713832855225,22.9888076782227
47204,2,0.0,1,13,1.416,-9.34609889984131,-8.12487125396729,-8.94180297851562
47204,2,0.0,1,12,1.752,5.32680416107178,4.87211132049561,4.59932708740234
47204,2,0.0,1,11,1.648,1.19741654396057,2.14221858978271,2.93227195739746
47204,2,0.0,1,10,1.74,-3.82318496704102,-1.95799243450165,-3.55244302749634
47204,2,0.0,1,9,1.54,-2.77302360534668,-1.28427696228027,-1.19507610797882
47204,2,0.0,1,8,1.636,-4.1247124671936,-1.9732711315155,0.0340652950108051
47204,2,0.0,1,7,1.752,-7.56990575790405,-5.93446493148804,-6.48864984512329
47204,2,0.0,1,6,1.86,-1.30249488353729,-2.68069887161255,-0.723331093788147
47204,2,0.0,1,5,1.74,0.912022292613983,1.05955898761749,0.635481834411621
47204,2,0.0,1,4,1.864,3.32999467849731,1.49992501735687,5.60430908203125
47204,2,0.0,1,3,1.968,4.35705280303955,1.66106629371643,3.5435528755188
47204,2,0.0,1,2,1.756,-2.00896835327148,-2.23895764350891,-1.78794527053833
47204,2,0.0,1,1,1.756,-3.51633381843567,-5.19632005691528,-1.25431144237518
47204,2,5.032,0,0,1.54,-6.872230052948,-5.7433385848999,-1.42226934432983
47204,2,0.0,1,15,1.976,4.18046283721924,5.0190224647522,2.99228739738464
47204,2,0.0,1,14,1.652,-5.68882608413696,-5.40511798858643,-3.00580263137817
47204,2,0.0,1,13,1.636,-7.43421602249146,-5.5946364402771,-2.86836314201355
47204,2,0.0,1,12,1.636,-9.1707592010498,-8.90997219085693,-6.36316871643066
47204,2,0.0,1,11,1.524,3.0800302028656,0.565956294536591,4.6581768989563
47204,2,0.0,1,10,1.64,-8.13709735870361,-5.85321521759033,-5.96229219436646
47204,2,0.0,1,9,1.644,-10.1670827865601,-9.5360803604126,-8.77620792388916
47204,2,0.0,1,8,1.644,-7.42535448074341,-5.18420267105103,-4.77948427200317
47204,2,0.0,1,7,1.532,-3.97509288787842,-6.57337427139282,-1.79973316192627
47204,2,0.0,1,6,1.856,-1.64132273197174,-1.2814781665802,-2.04186129570007
47204,2,0.0,1,5,1.64,-3.71116065979004,-3.95866537094116,2.0656623840332
47204,2,0.0,1,4,1.528,-3.66713643074036,-2.62284636497498,-0.0370473451912403
47204,2,0.0,1,3,1.644,-0.142274215817451,-1.85210609436035,3.61345839500427
47204,2,0.0,1,2,1.532,-2.61329078674316,1.16785562038422,3.40462589263916
47204,2,0.0,1,1,1.648,-4.57133769989014,-1.65106725692749,-0.470495939254761
47204,2,5.012,0,0,1.76,-1.23858523368835,1.29205083847046,-0.0070413700304925
47204,2,0.0,1,21,1.648,-7.919114112854,-6.72989273071289,-7.23570346832275
47204,2,0.0,1,20,1.636,-9.0634708404541,-7.37719964981079,-6.43512630462646
47204,2,0.0,1,19,1.636,-7.7730450630188,-9.24932289123535,-7.11155080795288
47204,2,0.0,1,18,1.848,-8.58578586578369,-4.38201379776001,-7.24845695495605
47204,2,0.0,1,17,1.52,-2.49889755249023,-0.735552787780762,-2.12002658843994
47204,2,0.0,1,16,1.54,-8.07413768768311,-7.89575910568237,-3.99431228637695
47204,2,0.0,1,15,1.744,0.201568186283112,2.42276191711426,1.64905679225922
47204,2,0.0,1,14,2.2,-16.3731727600098,-8.88847064971924,-20.9865913391113
47204,2,0.0,1,13,1.74,-2.63745665550232,-3.14795422554016,0.726052701473236
47204,2,0.0,1,12,1.648,-6.83842658996582,-5.34058713912964,-5.70240592956543
47204,2,0.0,1,11,1.748,-0.713120996952057,-0.0761854723095894,2.61647534370422
47204,2,0.0,1,10,1.756,0.207265406847,2.50080800056458,0.736143589019775
47204,2,0.0,1,9,1.752,-3.92821884155273,-3.76245379447937,-4.00551462173462
43173,1,0.0,1,8,2.948,0.16848050057888,-1.34444856643677,4.14398717880249
43173,1,0.0,1,7,1.856,-0.246614664793015,0.0261206105351448,-0.624688565731049
43173,1,0.0,1,6,2.076,0.613657474517822,4.68914937973022,2.10942530632019
43173,1,0.0,1,5,1.776,-5.14709520339966,-4.62201595306396,-3.79715394973755
43173,1,0.0,1,4,1.736,-5.92689228057861,-6.02141189575195,-4.78959894180298
43173,1,0.0,1,3,1.632,0.0653704181313515,2.14208912849426,-1.48554813861847
43173,1,0.0,1,2,1.744,-3.28596353530884,-2.92250156402588,-0.184920325875282
43173,1,0.0,1,1,1.644,-3.11734628677368,-2.04106450080872,-2.55761861801147
43173,1,19.948,0,0,0.98,1.95666515827179,1.80196869373322,2.6941192150116
43173,1,0.0,1,10,1.528,-1.50491058826447,-1.5568939447403,-0.118474550545216
43173,1,0.0,1,9,1.644,1.84610450267792,2.9620635509491,1.3280291557312
43173,1,0.0,1,8,2.076,-0.398308038711548,0.213298231363297,0.594694375991821
43173,1,0.0,1,7,2.068,-0.619783937931061,-0.446186184883118,-1.97007083892822
43173,1,0.0,1,6,1.752,-1.28687477111816,-5.99961566925049,0.154203951358795
43173,1,0.0,1,5,1.54,-3.65789175033569,-2.49778079986572,-3.8375608921051
43173,1,0.0,1,4,1.532,-0.63530969619751,0.314503759145737,-4.64474487304688
43173,1,0.0,1,3,1.528,-2.85883617401123,-4.36051988601685,-2.91712808609009
43173,1,0.0,1,2,1.424,-4.7292799949646,-1.32167172431946,-3.38365149497986
43173,1,0.0,1,1,1.524,-8.14657306671143,-7.29944229125977,-8.09192848205566
43173,1,20.064,0,0,0.988,-3.51979446411133,-4.88502311706543,-1.66066932678223
43173,1,0.0,1,29,1.756,-1.98027491569519,-1.05199539661407,-0.521165549755096
43173,1,0.0,1,28,1.54,0.5691237449646,0.741682589054108,-0.601185321807861
43173,1,0.0,1,27,1.752,-2.52225160598755,-4.44357347488403,-1.07498240470886
43173,1,0.0,1,26,1.748,-4.48879957199097,-5.62653207778931,-2.71260523796082
43173,1,0.0,1,25,1.644,1.23094987869263,3.51432824134827,1.25393640995026
43173,1,0.0,1,24,1.532,-6.56695032119751,-8.68377113342285,-3.93540835380554
43173,1,0.0,1,23,1.424,-4.30083131790161,-4.98159027099609,-4.39325094223022
43173,1,0.0,1,22,1.644,4.89246702194214,4.59467649459839,2.8051393032074
43173,1,0.0,1,21,1.436,-2.46616673469543,-3.38058829307556,-4.93474340438843
43173,1,0.0,1,20,1.536,-7.74317598342896,-3.1263964176178,-7.82320404052734
43173,1,0.0,1,19,1.528,0.819832623004913,-2.91111302375793,-0.610072612762451
43173,1,0.0,1,18,1.524,-9.01370620727539,-11.0563201904297,-4.92427253723145
43173,1,0.0,1,17,1.436,-5.08436393737793,-2.03684210777283,-5.24687385559082
43173,1,0.0,1,16,1.428,-8.5313138961792,-7.79625797271729,-8.27566814422607
43173,1,0.0,1,15,1.428,-5.19591856002808,-0.562464714050293,-1.49735927581787
43173,1,0.0,1,14,1.752,1.38034474849701,2.81906723976135,1.648362159729
43173,1,0.0,1,13,1.744,-0.0387796722352505,0.120291918516159,2.39029479026794
43173,1,0.0,1,12,1.424,-1.97607266902924,-3.5838508605957,-1.64407169818878
43173,1,0.0,1,11,1.528,-2.52082562446594,0.292853444814682,-1.23476493358612
43173,1,0.0,1,10,1.428,-5.36903047561646,-4.69293642044067,-4.93612146377563
43173,1,0.0,1,9,1.424,-1.17207169532776,1.10811710357666,-2.45504879951477
43173,1,0.0,1,8,1.528,1.99474465847015,3.70538401603699,1.03063070774078
43173,1,0.0,1,7,1.632,-1.51864314079285,0.442024409770966,-3.67999076843262
43173,1,0.0,1,6,1.648,-2.87513065338135,-0.441735088825226,-5.10941886901855
43173,1,0.0,1,5,1.528,-3.65552449226379,-1.06759929656982,-3.29783844947815
43173,1,0.0,1,4,1.532,5.13197946548462,3.0512809753418,1.51629817485809
43173,1,0.0,1,3,1.428,-3.27180337905884,-1.74427461624146,-4.37386178970337
43173,1,0.0,1,2,1.524,-4.44294786453247,-4.42956876754761,-5.2762303352356
43173,1,0.0,1,1,1.532,-3.95323324203491,-1.34826755523682,-5.23226451873779
43173,1,5.016,0,0,1.536,-6.06860494613647,-2.97077083587646,-6.24757194519043
43173,1,0.0,1,10,1.536,-7.02427291870117,-3.95838475227356,-5.93581247329712
43173,1,0.0,1,9,1.42,-2.351637840271,-5.87671375274658,-2.01254391670227
43173,1,0.0,1,8,1.532,-9.06014347076416,-8.51775360107422,-7.30112838745117
43173,1,0.0,1,7,1.424,-4.74030303955078,-4.30941963195801,-3.22039866447449
43173,1,0.0,1,6,1.744,-26.593090057373,-22.9989395141602,-23.3428955078125
43173,1,0.0,1,5,1.744,-2.37874460220337,0.735447704792023,-2.34133172035217
43173,1,0.0,1,4,1.528,-2.90770387649536,-2.15295720100403,-2.86359548568726
43173,1,0.0,1,3,1.644,-0.206952303647995,-2.35594439506531,0.209714025259018
43173,1,0.0,1,2,1.644,-6.36115217208862,-7.00188064575195,-5.03894901275635
43173,1,0.0,1,1,1.424,-8.75925922393799,-8.80659008026123,-9.07081413269043
43173,1,5.024,0,0,1.744,-2.09123802185059,2.67389106750488,-4.00548315048218
43173,1,0.0,1,8,1.732,0.0179906729608774,2.91897249221802,0.491121590137482
43173,1,0.0,1,7,1.636,-1.82242691516876,-1.45101475715637,-3.43868803977966
43173,1,0.0,1,6,1.64,-2.31188917160034,0.0026003238745033,-2.02433705329895
43173,1,0.0,1,5,1.528,-4.10621690750122,-4.17840003967285,-2.79765582084656
43173,1,0.0,1,4,1.752,-6.28797054290771,-3.83335065841675,-3.60675430297852
43173,1,0.0,1,3,1.532,-5.40567016601562,-2.7444372177124,-5.5848970413208
43173,1,0.0,1,2,1.432,-6.6106481552124,-3.00439548492432,-5.88636207580566
43173,1,0.0,1,1,1.532,0.606358170509338,-1.27203726768494,-2.46827721595764
43173,1,5.012,0,0,1.524,-1.41001880168915,-3.07523059844971,-0.54644900560379
43173,1,0.0,1,18,1.524,1.72528231143951,4.69060945510864,-1.01614654064178
43173,1,0.0,1,17,1.516,-5.99932622909546,-3.91879343986511,-5.43164825439453
43173,1,0.0,1,16,1.632,-0.80198723077774,-0.604105651378632,0.761024713516235
43173,1,0.0,1,15,1.524,-0.533784508705139,1.5340633392334,0.724010467529297
43173,1,0.0,1,14,1.644,-0.279302477836609,-3.09068202972412,-1.69282138347626
43173,1,0.0,1,13,1.532,-7.27021217346191,-6.53635406494141,-5.50196266174316
43173,1,0.0,1,12,1.532,-6.95740699768066,-10.0570096969604,-5.76417589187622
43173,1,0.0,1,11,1.532,-2.06512761116028,-2.2525360584259,-1.03584325313568
43173,2,0.0,1,10,1.436,-3.80942559242249,-1.76660394668579,-4.18207550048828
43173,2,0.0,1,9,1.424,0.0792622640728951,5.29298782348633,-1.84966969490051
43173,2,0.0,1,8,1.424,-0.534015953540802,1.84741199016571,-2.06728959083557
43173,2,0.0,1,7,1.424,-5.51343250274658,-1.73864567279816,-5.27602624893188
43173,2,0.0,1,6,1.648,-4.13901519775391,-0.958676278591156,-2.12861442565918
43173,2,0.0,1,5,1.532,-5.06681299209595,-2.66396307945251,-5.65892362594604
43173,2,0.0,1,4,1.636,-2.54211211204529,-0.764693379402161,-1.92883062362671
43173,2,0.0,1,3,1.528,-2.18322563171387,0.0628310441970825,-1.46482312679291
43173,2,0.0,1,2,1.428,-7.4088282585144,-6.56076097488403,-7.99939346313477
43173,2,0.0,1,1,1.528,-1.94616055488586,0.377183347940445,-2.89299201965332
43173,2,20.072,0,0,1.536,-6.84499454498291,-8.19176864624023,-5.23381185531616
43173,2,0.0,1,10,1.424,-6.00102996826172,-5.48086595535278,-5.23724126815796
43173,2,0.0,1,9,1.516,-0.080424390733242,-1.93768155574799,2.22638034820557
43173,2,0.0,1,8,1.644,-3.59547686576843,-3.3036367893219,-2.54411196708679
43173,2,0.0,1,7,1.516,-6.07836675643921,-7.46069097518921,-5.79328012466431
43173,2,0.0,1,6,1.428,-1.42332339286804,-2.06996870040894,1.33230066299438
43173,2,0.0,1,5,1.412,-5.14411783218384,-6.95797061920166,-3.22264552116394
43173,2,0.0,1,4,1.528,-3.00280094146729,-0.338342994451523,-2.84123086929321
43173,2,0.0,1,3,1.316,-1.9683426618576,-3.10381960868835,-2.92017030715942
43173,2,0.0,1,2,1.424,-2.93959784507751,-2.03154182434082,-1.17789125442505
43173,2,0.0,1,1,1.524,1.26109778881073,1.43906927108765,1.76452207565308
43173,2,19.952,0,0,1.54,-1.84654331207275,0.881843090057373,-2.44005584716797
43173,2,0.0,1,12,1.42,-2.7221405506134,-1.45732152462006,-3.56748032569885
43173,2,0.0,1,11,1.424,0.257318735122681,3.54051470756531,0.879407227039337
43173,2,0.0,1,10,1.424,-0.291703552007675,-0.0454688221216202,-1.42488873004913
43173,2,0.0,1,9,1.432,-2.32051825523376,-2.95139741897583,-1.24727344512939
43173,2,0.0,1,8,1.524,-6.25885486602783,-3.49808049201965,-6.72700929641724
43173,2,0.0,1,7,1.42,-3.13383150100708,0.217685386538506,-4.08076143264771
43173,2,0.0,1,6,1.428,-2.00480270385742,0.0363225601613522,-2.81511664390564
43173,2,0.0,1,5,1.428,0.691082358360291,2.37414646148682,-2.26845526695251
43173,2,0.0,1,4,1.424,-4.84073066711426,-2.92597579956055,-6.28363418579102
43173,2,0.0,1,3,1.424,2.94531321525574,3.67938470840454,0.678344190120697
43173,2,0.0,1,2,1.412,-5.9200644493103,-3.51821708679199,-6.10364675521851
43173,2,0.0,1,1,1.428,-0.476518392562866,0.627380847930908,-0.56063050031662
43173,2,19.86,0,0,1.748,2.77682566642761,2.00508642196655,2.88413071632385
43173,2,0.0,1,11,1.524,-3.48612713813782,-2.14103388786316,-3.84505677223206
43173,2,0.0,1,10,1.52,0.430996417999268,-0.379703909158707,0.262673705816269
43173,2,0.0,1,9,1.524,-3.92980122566223,-1.59345257282257,-4.02518081665039
43173,2,0.0,1,8,1.532,3.49480104446411,0.968984723091125,2.70769214630127
43173,2,0.0,1,7,1.324,-5.79106426239014,-1.06220495700836,-2.99823427200317
43173,2,0.0,1,6,1.412,-1.70237219333649,-3.08840751647949,-1.00427556037903
43173,2,0.0,1,5,1.424,-2.92198753356934,-3.78407216072083,-1.08499574661255
43173,2,0.0,1,4,1.428,-10.2103548049927,-11.5448045730591,-6.13480281829834
43173,2,0.0,1,3,1.524,-5.89644908905029,-4.35065841674805,-5.19685173034668
43173,2,0.0,1,2,1.524,-0.663045763969421,0.289786577224731,-0.355870366096497
43173,2,0.0,1,1,1.408,-3.9886429309845,-5.2093300819397,-4.27182722091675
43173,2,5.024,0,0,1.424,-2.95313668251038,1.42204642295837,-3.75084948539734
43173,2,0.0,1,11,1.424,-4.11800146102905,-0.766168832778931,-4.11193704605103
43173,2,0.0,1,10,1.54,-3.02150321006775,0.311946958303452,-3.64057612419128
43173,2,0.0,1,9,1.648,-1.15218257904053,0.931375920772552,-1.30606949329376
43173,2,0.0,1,8,1.536,-2.93153834342957,-0.0916226878762245,-2.94913697242737
43173,2,0.0,1,7,1.412,-5.84459781646729,0.358535677194595,-6.1148419380188
43173,2,0.0,1,6,1.32,1.24890565872192,4.01401901245117,-0.831680834293365
43173,2,0.0,1,5,1.424,1.28566551208496,0.910051584243774,-1.0018824338913
43173,2,0.0,1,4,1.412,-3.99800682067871,-2.13757061958313,-3.71826601028442
43173,2,0.0,1,3,1.528,-3.06883120536804,-0.242643058300018,-2.83808207511902
43173,2,0.0,1,2,1.428,2.3959002494812,1.15452301502228,-0.913512587547302
43173,2,0.0,1,1,1.428,-3.96859431266785,-1.50042116641998,-6.56734228134155
43173,2,5.028,0,0,1.428,-1.34531986713409,-2.13856267929077,0.0567914471030235
43173,2,0.0,1,7,1.544,-6.48306655883789,-6.13965129852295,-3.76785707473755
43173,2,0.0,1,6,1.428,-0.263199418783188,2.38053274154663,1.40196824073792
43173,2,0.0,1,5,1.528,-7.64449787139893,-6.24734735488892,-4.98039293289185
43173,2,0.0,1,4,1.528,-0.722150266170502,-2.53726768493652,-1.27179598808289
43173,2,0.0,1,3,1.528,-4.89521169662476,-4.55692195892334,-2.83899474143982
43173,2,0.0,1,2,1.524,-1.36531496047974,-1.71676886081696,-1.37726199626923
43173,2,0.0,1,1,1.424,-4.29064321517944,-5.39878797531128,-1.44553470611572
43173,2,5.02,0,0,1.64,0.571135520935059,3.10172557830811,-1.98821556568146
43173,2,0.0,1,11,1.428,-2.21706891059875,1.25640118122101,-2.57363986968994
43173,2,0.0,1,10,1.42,-1.19466614723206,-0.345585852861404,-1.20125091075897
43173,2,0.0,1,9,1.424,-3.9294056892395,-1.80029952526093,-5.91418218612671
43173,2,0.0,1,8,1.536,-2.867751121521,-0.255999565124512,-2.45102953910828
43173,2,0.0,1,7,1.428,-4.29657888412476,-0.380672007799149,-2.5845148563385
43173,2,0.0,1,6,1.644,2.91463017463684,3.45228838920593,3.33530616760254
43173,2,0.0,1,5,1.64,-1.52734124660492,-2.83006763458252,-0.102351300418377
43173,2,0.0,1,4,1.536,5.77414608001709,7.00787830352783,5.68950462341309
43173,2,0.0,1,3,1.432,-3.30961513519287,-1.68697237968445,-2.83346819877625
43173,2,0.0,1,2,1.536,0.80920273065567,1.36353051662445,0.238783225417137
43173,2,0.0,1,1,1.416,-1.31606483459473,-0.216897532343864,-2.93896126747131
43173,2,5.02,0,0,1.412,-4.7169361114502,-7.05525827407837,-2.85871767997742
43173,2,0.0,1,10,1.524,1.39824867248535,-0.505888640880585,2.41855096817017
43173,2,0.0,1,9,1.428,-2.50020837783813,-3.15922975540161,-1.53134560585022
43173,2,0.0,1,8,1.532,0.719996869564056,-1.36332869529724,1.07529497146606
43173,2,0.0,1,7,1.528,19.3488368988037,16.7357292175293,22.4698753356934
43173,2,0.0,1,6,1.52,-5.86261224746704,-3.27839303016663,-4.04309034347534
43173,2,0.0,1,5,1.42,-2.76830220222473,-2.74951863288879,-0.279372155666351
43173,2,0.0,1,4,1.532,0.413503915071487,-1.2311624288559,-0.052322942763567
44070,1,0.0,1,3,1.752,-1.69451904296875,1.13635838031769,-1.55318808555603
44070,1,0.0,1,2,1.648,-2.32365274429321,-1.53099513053894,-4.1510124206543
44070,1,0.0,1,1,2.624,5.69255924224854,3.91338515281677,2.33536815643311
44070,1,5.132,0,0,1.532,-2.34796643257141,-1.61165928840637,-0.658284187316895
44070,1,0.0,1,5,0.992,1.44857084751129,0.978418827056885,-0.0895547270774841
44070,1,0.0,1,4,1.852,2.75510215759277,3.14995980262756,3.4662172794342
44070,1,0.0,1,3,2.728,6.59752225875854,6.749107837677,6.23015213012695
44070,1,0.0,1,2,3.268,14.4605379104614,14.9938154220581,16.351411819458
