subj_idx,condition,travel_time,response,max_cz,max_c3,max_c4
45436,1,5,1,170.79216003418,200.272064208984,-62.7622108459473
45436,1,5,1,184.803283691406,209.558090209961,-57.7855339050293
45436,1,5,1,182.755508422852,205.882431030273,-60.003604888916
45436,1,5,1,180.73551940918,207.201400756836,-51.610725402832
45436,1,5,1,180.832641601562,204.153610229492,-58.7658500671387
45436,1,5,1,174.065643310547,198.868026733398,-64.4277267456055
45436,1,5,1,182.80110168457,206.981597900391,-57.7875213623047
45436,1,5,1,180.103790283203,211.437454223633,-58.9836807250977
45436,1,5,1,179.582962036133,206.072570800781,-62.3839950561523
45436,1,5,1,177.063980102539,202.602981567383,-63.3821182250977
45436,1,5,1,185.963790893555,211.597854614258,-51.3414344787598
45436,1,5,1,177.141235351562,202.846588134766,-58.932186126709
45436,1,5,1,176.36491394043,200.466110229492,-60.5680046081543
45436,1,5,1,172.645721435547,202.185089111328,-63.5227165222168
45436,1,5,1,178.032287597656,201.824645996094,-60.8848533630371
45436,1,5,1,179.355194091797,206.201324462891,-58.3975143432617
45436,1,5,1,185.09245300293,208.94416809082,-53.7495269775391
45436,1,5,1,177.592681884766,204.276382446289,-61.0749893188477
45436,1,5,0,188.991760253906,214.633728027344,-55.4388122558594
45436,1,5,0,180.527694702148,207.460815429688,-57.2290649414062
45436,1,5,1,182.961532592773,207.874725341797,-57.3617668151855
45436,1,5,1,189.510665893555,213.873291015625,-51.2997550964355
45436,1,5,1,177.454040527344,201.46418762207,-59.4510765075684
45436,1,5,1,182.626861572266,208.05094909668,-56.4725761413574
45436,1,5,1,182.636779785156,204.476425170898,-58.1697654724121
45436,1,5,1,178.573028564453,202.496017456055,-64.2059707641602
45436,1,5,1,177.10546875,196.410278320312,-61.4710922241211
45436,1,5,1,185.371643066406,216.023941040039,-55.7834320068359
45436,1,5,0,172.253555297852,202.212844848633,-60.8769149780273
45436,1,5,0,189.288833618164,220.277877807617,-52.729606628418
45436,1,5,1,179.975067138672,210.50862121582,-60.0946655273438
45436,1,5,1,182.878295898438,207.613296508789,-56.700325012207
45436,1,5,1,183.735900878906,209.041168212891,-53.5930976867676
45436,1,5,1,184.030899047852,208.551971435547,-53.9753189086914
45436,1,5,1,179.57502746582,209.336212158203,-56.2290191650391
45436,1,5,1,174.334976196289,202.389038085938,-63.6355895996094
45436,1,5,1,181.648529052734,195.56266784668,-61.4908142089844
45436,1,5,1,175.461791992188,200.909729003906,-61.9027824401855
45436,1,5,1,182.046661376953,208.548095703125,-58.407341003418
45436,1,5,1,182.97151184082,209.389739990234,-52.8167686462402
45436,1,20,1,180.711791992188,200.345321655273,-58.1459732055664
45436,1,20,0,185.007293701172,209.088668823242,-54.4565544128418
45436,1,20,1,188.750152587891,209.425354003906,-48.7015342712402
45436,1,20,1,177.669937133789,205.462585449219,-55.3734436035156
45436,1,20,1,183.535858154297,198.606536865234,-47.0122566223145
45436,1,20,1,183.924026489258,208.112319946289,-52.8979721069336
45436,1,20,1,181.286148071289,207.69255065918,-55.8764457702637
45436,1,20,1,181.850524902344,207.579620361328,-51.3552780151367
45436,1,20,1,185.813262939453,212.180068969727,-52.109806060791
45436,1,20,1,184.848846435547,211.231460571289,-51.4424171447754
45436,1,20,1,184.114120483398,216.528991699219,-52.616771697998
45436,1,20,1,180.858383178711,210.160110473633,-51.610710144043
45436,1,20,1,186.631164550781,213.75846862793,-50.4284172058105
45436,1,20,0,187.122283935547,210.043197631836,-56.1596527099609
45436,1,20,1,184.167510986328,212.150375366211,-57.280632019043
45436,1,20,1,181.381240844727,208.876754760742,-57.199348449707
45436,1,20,1,182.876373291016,208.256927490234,-53.8267593383789
45436,1,20,1,192.552505493164,217.929168701172,-44.7170066833496
45436,1,20,1,181.523788452148,209.39567565918,-54.7911682128906
45436,1,20,1,182.282241821289,208.585708618164,-53.2009468078613
45436,1,20,1,183.171417236328,211.019622802734,-57.4369812011719
45436,1,20,1,180.886032104492,204.702087402344,-55.7655906677246
45436,1,20,1,189.166061401367,214.190124511719,-51.9969139099121
45436,1,20,1,177.564971923828,205.036834716797,-55.3239593505859
45436,1,20,1,180.808868408203,211.112655639648,-53.0306625366211
45436,1,20,1,184.183380126953,205.377456665039,-59.7283096313477
45436,1,20,0,178.232421875,206.623123168945,-51.919677734375
45436,2,20,1,190.677001953125,217.88752746582,-51.2820243835449
45436,2,20,1,192.162384033203,216.75080871582,-45.6022186279297
45436,2,20,1,196.655868530273,227.609252929688,-41.8375129699707
45436,2,20,1,195.123092651367,216.780517578125,-42.7326431274414
45436,2,20,1,192.677307128906,222.355239868164,-42.0969581604004
45436,2,20,1,195.267654418945,220.216491699219,-36.2944297790527
45436,2,20,1,192.350463867188,219.529281616211,-40.8869934082031
45436,2,20,1,187.338195800781,218.390625,-45.3091430664062
45436,2,20,1,193.22184753418,215.061538696289,-41.2592430114746
45436,2,20,1,192.784194946289,215.344741821289,-46.2320251464844
45436,2,20,1,189.805740356445,220.208526611328,-45.3764762878418
45436,2,20,1,200.072067260742,226.430877685547,-39.463077545166
45436,2,20,1,186.696502685547,214.303085327148,-44.0535583496094
45436,2,20,0,194.980422973633,221.584899902344,-40.8156890869141
45436,2,20,1,193.707153320312,213.126678466797,-44.2278327941895
45436,2,20,1,197.014266967773,218.430145263672,-34.2942771911621
45436,2,20,1,196.467727661133,219.368865966797,-38.8293304443359
45436,2,20,1,195.0556640625,218.852020263672,-40.3839645385742
45436,2,20,1,191.807907104492,217.422149658203,-41.0136833190918
45436,2,20,1,187.300506591797,219.252075195312,-41.4889984130859
45436,2,20,1,193.817932128906,221.238403320312,-41.8949584960938
45436,2,20,1,190.01171875,218.52522277832,-42.9248046875
45436,2,20,1,191.487060546875,211.338394165039,-46.2459030151367
45436,2,20,1,197.548965454102,224.398986816406,-36.5083389282227
45436,2,20,1,190.045349121094,221.343292236328,-35.8766288757324
45436,2,20,1,200.618606567383,222.390930175781,-33.0070762634277
45436,2,20,1,199.398666381836,222.917724609375,-33.5733871459961
45436,2,20,1,193.109008789062,219.527297973633,-36.4132308959961
45436,2,20,1,198.826370239258,221.992874145508,-37.825267791748
45436,2,20,0,202.345504760742,224.684188842773,-37.0114135742188
45436,2,20,1,185.421112060547,217.48747253418,-48.0262184143066
45436,2,20,1,193.429809570312,223.856430053711,-44.552677154541
45436,2,20,1,193.53874206543,217.941009521484,-45.881477355957
45436,2,20,1,191.174133300781,223.533584594727,-32.3515434265137
45436,2,20,1,190.057220458984,229.894577026367,-41.6474571228027
45436,2,20,0,196.564758300781,222.503784179688,-37.7619590759277
45436,2,5,1,193.025772094727,214.956527709961,-46.3349952697754
45436,2,5,1,189.912719726562,214.592224121094,-40.3146095275879
45436,2,5,1,192.19807434082,215.21403503418,-33.9734268188477
45436,2,5,1,196.729187011719,217.954849243164,-40.508716583252
45436,2,5,1,190.681060791016,216.679534912109,-41.7563133239746
45436,2,5,1,201.57112121582,225.137710571289,-34.3754386901855
45436,2,5,1,190.581985473633,215.998275756836,-44.8457412719727
45436,2,5,1,192.027694702148,216.180435180664,-41.2850608825684
45436,2,5,1,195.491409301758,216.039810180664,-43.3268165588379
45436,2,5,1,187.120330810547,214.196136474609,-45.7210998535156
45436,2,5,1,195.418121337891,219.139175415039,-39.6215209960938
45436,2,5,1,203.80696105957,226.363571166992,-29.0541553497314
45436,2,5,0,189.096740722656,216.814163208008,-47.1073532104492
45436,2,5,0,196.307266235352,222.460235595703,-38.2253379821777
45436,2,5,0,198.394607543945,224.789154052734,-42.3128318786621
45436,2,5,1,192.132659912109,213.655487060547,-43.6159172058105
45436,2,5,1,198.269882202148,222.767211914062,-43.0158538818359
45436,2,5,1,192.05940246582,216.501266479492,-47.5945205688477
45436,2,5,1,197.661911010742,225.050582885742,-40.7839698791504
45436,2,5,1,186.011337280273,216.362609863281,-50.5413589477539
45436,2,5,1,194.172485351562,221.157150268555,-40.4552116394043
45436,2,5,1,196.48356628418,222.438430786133,-38.2589988708496
45436,2,5,1,188.653106689453,215.320983886719,-47.570743560791
45436,2,5,1,195.16862487793,225.274353027344,-41.5345573425293
45436,2,5,1,193.18424987793,213.994125366211,-45.7012138366699
45436,2,5,1,195.578521728516,222.638473510742,-40.7126846313477
45436,2,5,1,193.509063720703,221.832458496094,-40.6948432922363
45436,2,5,1,183.531936645508,210.972045898438,-49.495677947998
45436,2,5,0,192.295013427734,212.308807373047,-37.5876350402832
45436,2,5,1,193.970504760742,215.342758178711,-40.4394111633301
45436,2,5,1,188.653121948242,215.004043579102,-44.3546752929688
45436,2,5,1,191.83952331543,220.67790222168,-42.9544448852539
45436,2,5,1,193.142654418945,217.422164916992,-39.8056640625
45436,2,5,1,190.62956237793,216.418106079102,-40.7661247253418
45436,2,5,1,192.976333618164,220.261993408203,-42.3524627685547
45436,2,5,1,192.017776489258,215.085327148438,-40.3957824707031
