subj_idx,condition,travel_time,response,max_cz,max_c3,max_c4
45295,1,5,1,189.154144287109,214.388198852539,-51.7790756225586
45295,1,5,1,184.868637084961,213.734680175781,-52.2266578674316
45295,1,5,1,182.321884155273,207.983596801758,-58.132137298584
45295,1,5,1,180.418746948242,205.38737487793,-59.833251953125
45295,1,5,1,184.866653442383,211.20964050293,-51.1512870788574
45295,1,5,1,185.11018371582,210.0947265625,-55.866512298584
45295,1,5,1,181.349456787109,206.947937011719,-58.2687644958496
45295,1,5,0,180.733489990234,204.15754699707,-53.4029808044434
45295,1,5,1,183.795227050781,207.710357666016,-49.9452438354492
45295,1,5,1,178.612686157227,202.943588256836,-56.4230346679688
45295,1,5,1,192.465347290039,212.23747253418,-44.225902557373
45295,1,5,1,189.294876098633,213.982269287109,-46.897388458252
45295,1,5,1,185.561737060547,210.411590576172,-49.8620491027832
45295,1,5,1,185.161743164062,208.914413452148,-48.9471015930176
45295,1,5,1,183.258636474609,201.03840637207,-54.9654846191406
45295,1,5,1,182.969436645508,206.991439819336,-56.9340019226074
45295,1,5,0,190.419631958008,214.600112915039,-48.8738098144531
45295,1,5,1,182.805038452148,209.999694824219,-59.2609672546387
45295,1,5,1,182.999114990234,207.377639770508,-58.2271461486816
45295,1,5,1,185.334045410156,209.47883605957,-57.6509094238281
45295,1,5,1,181.256393432617,207.781646728516,-61.3165588378906
45295,1,5,1,185.021087646484,212.03352355957,-55.3694839477539
45295,1,5,1,181.650543212891,207.629135131836,-56.2725296020508
45295,1,5,1,184.444793701172,211.07307434082,-57.4152526855469
45295,1,5,1,189.728469848633,212.633544921875,-52.5950241088867
45295,1,5,1,185.256744384766,212.855331420898,-54.6268844604492
45295,1,5,0,178.380905151367,200.984970092773,-55.4902877807617
45295,1,5,1,186.542144775391,209.997680664062,-51.5433807373047
45295,1,5,1,184.147735595703,203.638687133789,-53.6960639953613
45295,1,5,1,186.298446655273,210.300735473633,-49.715503692627
45295,1,5,1,185.571685791016,207.545959472656,-50.5769729614258
45295,1,5,1,182.856536865234,202.945587158203,-55.0546264648438
45295,1,5,1,181.915878295898,206.187454223633,-54.0663757324219
45295,1,5,1,179.812713623047,201.759323120117,-56.2448234558105
45295,1,5,1,189.514663696289,208.965911865234,-47.7985038757324
45295,1,5,0,182.747619628906,208.603561401367,-55.0288200378418
45295,1,5,1,187.320373535156,212.534606933594,-53.1256713867188
45295,1,5,1,188.334289550781,213.944580078125,-51.4423828125
45295,1,5,1,184.781524658203,213.572311401367,-53.7357063293457
45295,1,5,1,190.187973022461,215.010070800781,-51.3671264648438
45295,1,5,1,192.865432739258,218.535110473633,-47.6202812194824
45295,1,20,1,186.197509765625,209.356002807617,-56.0111122131348
45295,1,20,1,184.797378540039,209.215423583984,-57.0468864440918
45295,1,20,1,181.030654907227,207.349884033203,-54.2506065368652
45295,1,20,1,184.246719360352,211.033355712891,-55.6804351806641
45295,1,20,1,187.274780273438,214.069351196289,-52.7078628540039
45295,1,20,0,187.334213256836,209.284729003906,-50.6126251220703
45295,1,20,1,185.514251708984,207.048904418945,-51.3393898010254
45295,1,20,1,186.272735595703,206.41716003418,-52.1890144348145
45295,1,20,1,184.769592285156,206.660766601562,-52.2582817077637
45295,1,20,1,187.300476074219,209.009475708008,-46.4161987304688
45295,1,20,1,181.983184814453,205.102142333984,-57.7419853210449
45295,1,20,1,188.946228027344,212.005813598633,-48.2044258117676
45295,1,20,1,188.179840087891,207.987533569336,-47.8222122192383
45295,1,20,1,191.498886108398,214.665420532227,-44.5507125854492
