subj_idx,condition,travel_time,response,max_cz,max_c3,max_c4
15089,1,20,1,180.676162719727,208.690628051758,-67.7033309936523
15089,1,20,1,185.343948364258,211.00569152832,-53.5218162536621
15089,1,20,1,181.43864440918,218.364791870117,-55.2407455444336
15089,1,20,1,201.88606262207,233.48503112793,-34.3576507568359
15089,1,20,1,189.286880493164,214.3505859375,-59.1361808776855
15089,1,20,1,202.923706054688,236.301132202148,-28.8481788635254
15089,1,20,1,187.03125,222.032455444336,-47.3627815246582
15089,1,20,1,185.565719604492,215.124923706055,-58.8134269714355
15089,1,20,0,184.333923339844,206.942001342773,-66.1526870727539
15089,1,20,1,179.246322631836,200.301773071289,-49.2421493530273
15089,1,20,1,186.684631347656,214.952575683594,-44.180362701416
15089,1,20,1,189.22346496582,213.043502807617,-47.8994827270508
15089,1,20,1,183.541778564453,205.935928344727,-52.6900367736816
15089,1,20,1,187.219360351562,205.046676635742,-49.9313774108887
15089,1,20,1,186.872741699219,213.120742797852,-43.7703971862793
15089,1,20,1,182.428787231445,209.1005859375,-52.3454170227051
15089,1,20,1,176.947036743164,201.095855712891,-54.4288101196289
15089,1,20,1,181.955505371094,210.643280029297,-54.9259338378906
15089,1,20,0,178.01252746582,210.938385009766,-58.619312286377
15089,1,20,1,179.747436523438,214.031753540039,-58.5757179260254
15089,1,20,1,177.327423095703,213.310852050781,-60.6591033935547
15089,1,20,1,190.841430664062,217.41423034668,-46.5310287475586
15089,1,20,1,180.95930480957,210.752227783203,-60.9720001220703
15089,1,20,1,188.908630371094,216.602249145508,-44.9981918334961
15089,1,20,1,187.633239746094,218.352920532227,-47.972728729248
15089,1,20,1,202.654495239258,223.333541870117,-38.1243095397949
15089,1,20,1,194.822036743164,224.915893554688,-38.6768112182617
15089,1,20,1,188.50260925293,213.51481628418,-54.9061164855957
15089,1,20,1,188.914566040039,222.945404052734,-53.0207824707031
15089,1,20,1,179.026504516602,209.742263793945,-51.6364593505859
15089,1,20,0,176.127258300781,199.123428344727,-53.1098747253418
15089,1,20,1,174.465728759766,190.780044555664,-67.3666610717773
15089,1,20,1,175.634033203125,212.302886962891,-61.591854095459
15089,1,20,1,182.470352172852,200.674072265625,-55.4487419128418
15089,1,20,1,179.103713989258,203.153442382812,-59.1203308105469
15089,1,20,1,188.773941040039,205.999267578125,-42.0157737731934
15089,1,5,1,187.924407958984,208.837203979492,-50.1650390625
15089,1,5,1,192.429763793945,202.478225708008,-44.570442199707
15089,1,5,1,181.553497314453,213.057373046875,-58.4173164367676
15089,1,5,1,181.745544433594,210.579956054688,-57.464729309082
15089,1,5,1,186.540054321289,211.28694152832,-54.1119422912598
15089,1,5,1,193.623931884766,212.869262695312,-43.7446098327637
15089,1,5,1,198.101516723633,213.897033691406,-39.7660942077637
15089,1,5,1,182.070373535156,210.251190185547,-50.3274726867676
15089,1,5,1,192.920852661133,216.226028442383,-38.4550399780273
15089,1,5,0,186.809356689453,218.792541503906,-49.7947463989258
15089,1,5,1,188.001571655273,224.250457763672,-44.7487182617188
15089,1,5,1,187.916442871094,213.744537353516,-53.4088973999023
15089,1,5,1,181.709899902344,207.83512878418,-60.8314170837402
15089,1,5,1,184.419082641602,210.14030456543,-51.4166603088379
15089,1,5,1,183.143646240234,212.960357666016,-58.4113883972168
15089,1,5,1,185.480560302734,215.012069702148,-47.0003929138184
15089,1,5,1,188.966064453125,215.467498779297,-53.1672782897949
15089,1,5,1,181.169296264648,213.354431152344,-58.8569145202637
15089,1,5,1,189.754211425781,218.798522949219,-54.4783096313477
15089,1,5,0,201.149322509766,224.830688476562,-38.4491119384766
15089,1,5,1,191.534576416016,222.206741333008,-46.0795135498047
15089,1,5,1,178.167083740234,199.234329223633,-49.7511253356934
15089,1,5,1,185.258666992188,209.062927246094,-55.4091110229492
15089,1,5,1,186.278701782227,201.555297851562,-44.0476226806641
15089,1,5,1,178.067977905273,203.872360229492,-65.0595397949219
15089,1,5,1,184.466644287109,202.163299560547,-51.484001159668
15089,1,5,1,183.561599731445,206.625076293945,-47.905445098877
15089,1,5,0,188.985794067383,218.576675415039,-57.5875473022461
15089,1,5,1,187.385665893555,218.671798706055,-55.3813896179199
15089,1,5,1,193.263458251953,223.293991088867,-43.4911499023438
15089,1,5,1,179.53547668457,210.42546081543,-60.0709533691406
15089,1,5,1,200.000732421875,223.769302368164,-33.0861968994141
15089,1,5,1,186.415267944336,218.33512878418,-50.9057388305664
15089,1,5,1,193.455612182617,223.343521118164,-46.574577331543
15089,1,5,1,195.083480834961,224.999099731445,-42.8594093322754
15089,1,5,1,184.234954833984,219.069839477539,-53.474292755127
15089,1,5,1,188.401657104492,217.026092529297,-47.2598419189453
15089,1,5,0,183.12190246582,204.407089233398,-47.1251449584961
15089,1,5,1,175.16877746582,206.728073120117,-60.3343048095703
15089,1,5,1,183.325866699219,216.164596557617,-58.7321624755859
15089,1,5,1,187.876876831055,204.710098266602,-55.5398063659668
15089,1,5,1,189.15022277832,211.231521606445,-46.8954162597656
15089,1,5,1,184.056732177734,210.134384155273,-51.5335006713867
15089,1,5,1,187.573837280273,213.869369506836,-43.0415954589844
15089,1,5,1,183.801284790039,214.794189453125,-55.0724601745605
15089,2,5,1,197.62028503418,213.804000854492,-53.5316886901855
15089,2,5,1,193.411972045898,221.537384033203,-46.2300720214844
15089,2,5,1,196.455810546875,224.672317504883,-46.8696670532227
15089,2,5,1,186.092483520508,210.324417114258,-50.9275016784668
15089,2,5,1,193.946685791016,210.562072753906,-46.4756164550781
15089,2,5,1,190.736602783203,222.252304077148,-53.9040184020996
15089,2,5,1,201.115737915039,229.561889648438,-30.9137897491455
15089,2,5,1,194.564575195312,223.260299682617,-42.6890983581543
15089,2,5,1,192.467330932617,219.515380859375,-49.3095016479492
15089,2,5,1,183.815124511719,221.418579101562,-59.256965637207
15089,2,5,0,189.714538574219,216.041839599609,-48.2718086242676
15089,2,5,1,188.714492797852,210.098709106445,-43.3861961364746
15089,2,5,1,191.774169921875,219.459945678711,-47.238094329834
15089,2,5,1,184.314147949219,207.314254760742,-51.0542411804199
15089,2,5,1,193.352554321289,208.538131713867,-39.837329864502
15089,2,5,1,192.005950927734,211.956298828125,-30.9216403961182
15089,2,5,1,187.6015625,211.441360473633,-47.1053695678711
15089,2,5,1,186.516311645508,209.021347045898,-45.9409141540527
15089,2,5,1,222.042373657227,225.167388916016,-22.6694488525391
15089,2,5,1,191.320739746094,203.599090576172,-49.5372848510742
15089,2,5,1,191.124649047852,214.758514404297,-32.7772750854492
15089,2,5,1,194.342788696289,212.043472290039,-43.2158889770508
15089,2,5,0,198.014373779297,219.913467407227,-51.687931060791
15089,2,5,1,192.04948425293,215.798217773438,-52.4484519958496
15089,2,5,1,191.003845214844,221.937377929688,-50.8047790527344
15089,2,5,1,192.740615844727,224.585235595703,-42.0098724365234
15089,2,5,1,185.607330322266,216.826034545898,-59.7976570129395
15089,2,5,1,195.855773925781,219.331268310547,-43.7149505615234
15089,2,5,1,186.02912902832,217.275604248047,-54.6031036376953
15089,2,5,1,193.103042602539,212.609832763672,-50.4759864807129
15089,2,5,0,185.728057861328,208.150009155273,-50.7809906005859
15089,2,5,1,191.52067565918,207.149887084961,-38.7263679504395
15089,2,5,1,197.816360473633,221.331436157227,-39.7621078491211
15089,2,5,1,182.313919067383,207.51628112793,-53.2801933288574
15089,2,5,1,196.84797668457,212.623718261719,-46.2161712646484
15089,2,5,1,185.442855834961,210.589782714844,-46.3250694274902
15089,2,5,1,194.172485351562,205.337844848633,-43.7664451599121
15089,2,5,0,189.443283081055,218.91926574707,-48.6500968933105
15089,2,5,1,190.867248535156,216.857788085938,-51.9315223693848
15089,2,5,1,187.272827148438,219.109420776367,-47.2162475585938
15089,2,5,1,190.116653442383,221.49772644043,-50.4086303710938
15089,2,5,1,201.321685791016,210.423477172852,-50.3175315856934
15089,2,20,1,189.979965209961,212.754379272461,-50.0185050964355
15089,2,20,1,197.648086547852,220.153076171875,-44.8219795227051
15089,2,20,1,192.594177246094,220.941314697266,-50.121452331543
15089,2,20,0,189.389862060547,216.477523803711,-30.983097076416
15089,2,20,1,199.460098266602,212.0791015625,-45.7349166870117
15089,2,20,1,178.622512817383,194.663558959961,-63.3524322509766
15089,2,20,1,199.503662109375,204.414978027344,-35.6191940307617
15089,2,20,1,186.934173583984,201.022598266602,-52.9059104919434
15089,2,20,1,186.787536621094,203.470336914062,-48.8144645690918
15089,2,20,1,189.627563476562,213.562377929688,-47.2301559448242
15089,2,20,1,192.528762817383,218.756896972656,-41.1761169433594
15089,2,20,1,180.618774414062,197.032150268555,-59.2767601013184
15089,2,20,1,187.231231689453,207.31233215332,-43.7129516601562
15089,2,20,1,187.508483886719,206.908279418945,-44.4100761413574
15089,2,20,0,186.922302246094,215.467498779297,-49.8957481384277
15089,2,20,1,198.683746337891,220.75715637207,-46.1349906921387
15089,2,20,1,194.269485473633,220.97297668457,-50.790828704834
15089,2,20,1,188.736267089844,216.216049194336,-47.1905097961426
15089,2,20,1,194.231842041016,224.820831298828,-41.6711959838867
15089,2,20,1,190.730606079102,223.699966430664,-47.517276763916
15089,2,20,1,197.139099121094,220.301666259766,-48.9747924804688
15089,2,20,1,197.511367797852,225.220932006836,-42.4752349853516
15089,2,20,1,187.19953918457,216.576522827148,-48.0697746276855
15089,2,20,1,193.225875854492,218.115295410156,-52.2305564880371
15089,2,20,1,188.049133300781,213.79801940918,-48.9590377807617
15089,2,20,1,189.235336303711,216.996322631836,-52.1058082580566
15089,2,20,0,192.273315429688,211.625534057617,-48.465892791748
15089,2,20,1,189.033355712891,210.651229858398,-50.3908538818359
15089,2,20,1,198.81640625,222.264175415039,-47.6420783996582
15089,2,20,1,192.936737060547,214.546646118164,-31.0207176208496
15089,2,20,1,186.318283081055,209.441207885742,-51.4582138061523
15089,2,20,1,203.577239990234,216.675506591797,-33.2565231323242
15089,2,20,1,180.646423339844,220.404571533203,-60.2035980224609
15089,2,20,1,191.178115844727,213.093017578125,-45.3903045654297
15089,2,20,1,197.113403320312,208.132186889648,-38.1481056213379
15089,2,20,0,188.591720581055,213.980270385742,-49.6243743896484
15089,2,20,1,181.12174987793,218.356887817383,-59.6411628723145
15089,2,20,1,195.863662719727,213.120788574219,-47.8024787902832
15089,2,20,1,201.747436523438,237.877502441406,-28.254093170166
15089,2,20,1,98.405158996582,145.308517456055,-153.111236572266
15089,2,20,1,97.9496765136719,144.52033996582,-153.519180297852
15089,2,20,1,98.1536483764648,145.195648193359,-153.097366333008
